1  4  10  4  10  
2  10  5  9  2  
3  9  3  10  8  
4  6  4  5  2  
5  9  4  9  5  
6  8  5  3  4  
7  10  5  6  6  
8  1  4  9  5  
9  5  2  4  6  
10  4  10  5  9  
11  5  2  2  3  
12  2  7  6  8  
13  7  5  3  7  
14  5  2  2  3  
15  6  3  7  7  
16  7  5  3  7  
17  8  2  5  3  
18  8  1  1  9  
19  8  2  5  3  
20  7  5  3  7  
21  1  7  9  10  
22  7  7  3  9  
23  8  2  5  3  
24  3  10  8  1  
25  9  3  10  8  
26  2  4  4  6  
27  9  10  5  9  
28  1  9  4  7  
29  4  10  5  9  
30  1  9  4  7  
31  9  6  7  1  
32  9  3  1  5  
33  5  1  6  1  
34  5  2  2  3  
35  3  1  5  9  
36  2  4  4  6  
37  7  3  2  2  
38  8  5  3  4  
39  4  10  4  10  
40  5  2  3  7  
41  2  4  4  6  
42  8  1  1  9  
43  2  4  4  6  
44  10  6  8  2  
45  4  10  10  9  
46  7  8  2  2  
47  9  6  7  1  
48  3  8  1  5  
49  2  7  6  8  
50  9  8  1  5  
51  8  5  3  3  
52  3  4  10  4  
53  6  4  10  4  
54  8  2  5  3  
55  5  2  2  3  
56  1  3  4  7  
57  8  1  1  9  
58  6  4  10  4  
59  7  4  4  6  
60  7  2  10  3  
61  8  5  3  4  
62  9  6  2  1  
63  6  9  2  4  
64  2  6  7  10  
65  10  5  6  6  
66  2  4  4  6  
67  1  7  9  10  
68  3  1  5  9  
69  3  8  1  5  
70  8  2  5  3  
71  9  3  10  8  
72  8  2  5  3  
73  8  1  1  9  
74  3  10  8  1  
75  3  1  5  9  
76  9  3  1  5  
77  1  6  8  8  
78  9  6  7  1  
79  9  3  10  8  
80  2  4  4  9  
81  2  4  4  6  
82  10  6  7  1  
83  3  5  8  1  
84  2  1  4  6  
85  9  1  5  9  
86  5  2  2  3  
87  5  9  2  3  
88  10  3  9  2  
89  7  8  2  2  
90  1  4  10  4  
91  8  1  1  9  
92  6  1  10  4  
93  4  3  5  9  
94  2  4  4  6  
95  5  2  9  3  
96  5  2  3  6  
97  1  10  9  10  
98  1  6  8  8  
99  5  2  3  6  
100  4  10  4  10  
101  5  1  6  1  
102  10  5  5  6  
103  10  3  9  2  
104  10  6  8  2  
105  3  10  8  1  
106  5  2  3  6  
107  9  3  1  5  
108  6  7  7  7  
109  10  6  1  2  
110  8  5  3  4  
111  6  4  10  4  
112  10  3  9  2  
113  2  4  4  6  
114  2  7  7  10  
115  4  10  5  9  
116  10  3  9  2  
117  3  10  8  1  
118  10  6  6  6  
119  5  9  4  7  
120  3  8  1  5  
121  9  6  7  1  
122  2  8  7  8  
123  5  2  2  3  
124  7  5  3  10  
125  7  8  1  2  
126  10  5  6  6  
127  9  6  7  1  
128  7  8  2  6  
129  10  5  6  6  
130  9  6  7  1  
131  9  3  1  5  
132  1  9  4  7  
133  10  7  6  4  
134  5  2  2  3  
135  4  10  4  7  
136  4  10  5  9  
137  2  7  6  8  
138  10  3  9  9  
139  3  2  8  1  
140  6  4  10  8  
141  1  7  9  10  
142  3  10  8  1  
143  2  4  4  6  
144  9  3  1  5  
145  9  3  1  3  
146  6  4  10  4  
147  5  2  3  6  
148  1  1  4  7  
149  10  5  6  6  
150  5  2  3  6  
151  9  3  1  5  
152  4  10  4  10  
153  6  4  10  4  
154  1  6  8  8  
155  5  2  2  3  
156  9  6  7  1  
157  1  6  5  8  
158  2  8  7  10  
159  8  2  5  3  
160  5  6  7  1  
161  10  3  8  2  
162  9  7  9  10  
163  6  7  7  7  
164  5  1  6  1  
165  6  7  7  7  
166  3  8  1  5  
167  5  1  6  1  
168  9  3  5  8  
169  4  4  9  5  
170  9  6  7  1  
171  6  9  2  4  
172  1  7  9  7  
173  6  4  10  4  
174  6  5  3  4  
175  5  2  3  6  
176  6  5  3  7  
177  1  1  9  10  
178  10  3  9  2  
179  3  8  1  5  
180  10  3  9  2  
181  10  6  8  10  
182  5  2  2  3  
183  1  9  4  7  
184  3  1  8  1  
185  2  7  6  2  
186  1  7  9  10  
187  1  7  9  10  
188  7  9  10  3  
189  9  3  1  5  
190  9  3  1  5  
191  5  2  3  6  
192  8  1  1  9  
193  9  3  9  5  
194  2  7  6  8  
195  9  3  10  8  
196  6  9  2  4  
197  5  2  2  9  
198  2  4  4  6  
199  1  7  9  10  
200  3  1  5  7  
201  5  1  6  1  
202  6  7  7  7  
203  10  6  8  2  
204  1  9  5  7  
205  10  5  6  6  
206  6  8  2  4  
207  8  2  5  9  
208  3  10  8  7  
209  4  10  4  10  
210  10  5  9  2  
211  5  2  3  6  
212  2  7  9  10  
213  9  6  7  1  
214  2  8  7  10  
215  1  9  4  7  
216  3  8  1  5  
217  1  7  9  10  
218  1  7  8  10  
219  6  7  8  7  
220  8  10  1  4  
221  4  10  5  2  
222  9  3  1  8  
223  7  8  3  7  
224  5  1  6  1  
225  6  4  10  4  
226  9  5  7  1  
227  5  2  2  3  
228  7  5  3  7  
229  9  3  10  8  
230  10  3  9  2  
231  10  5  6  6  
232  9  8  10  5  
233  9  6  7  1  
234  3  1  5  9  
235  5  2  2  3  
236  2  4  4  6  
237  4  8  1  5  
238  4  10  5  9  
239  7  9  10  3  
240  6  7  7  7  
241  7  9  10  3  
242  9  6  7  1  
243  7  9  10  3  
244  10  5  8  6  
245  6  5  10  4  
246  9  6  7  1  
247  2  7  6  8  
248  5  1  6  1  
249  2  4  8  6  
250  5  2  3  6  
251  3  1  5  9  
252  7  9  3  3  
253  9  3  10  8  
254  9  3  10  8  
255  5  1  6  1  
256  3  10  8  1  
257  8  2  1  9  
258  1  7  9  10  
259  5  2  3  6  
260  2  8  7  10  
261  7  5  3  7  
262  9  6  4  1  
263  4  9  2  4  
264  10  6  8  2  
265  6  9  2  4  
266  5  1  5  4  
267  4  3  9  2  
268  10  5  6  8  
269  3  10  5  1  
270  7  8  2  2  
271  2  7  6  8  
272  4  5  5  7  
273  4  2  3  6  
274  4  10  4  10  
275  3  8  1  5  
276  8  2  5  3  
277  6  4  10  4  
278  7  5  3  7  
279  3  10  4  1  
280  10  10  5  9  
281  10  6  8  2  
282  3  1  5  9  
283  4  4  9  5  
284  5  2  2  3  
285  6  9  2  4  
286  2  7  6  4  
287  5  2  3  6  
288  6  7  7  7  
289  10  5  6  6  
290  3  1  5  9  
291  6  4  10  4  
292  8  1  1  9  
293  9  3  1  5  
294  6  4  10  4  
295  9  3  6  1  
296  9  6  7  1  
297  5  2  2  7  
298  5  1  6  1  
299  5  4  3  6  
300  4  10  4  10  
301  2  4  4  6  
302  2  4  4  6  
303  3  10  8  1  
304  1  9  4  7  
305  4  10  4  10  
306  3  10  8  1  
307  6  7  7  8  
308  7  5  3  7  
309  7  8  2  2  
310  3  6  7  10  
311  4  10  4  10  
312  4  10  7  9  
313  4  10  5  9  
314  6  4  10  4  
315  10  10  8  1  
316  7  5  3  7  
317  6  4  10  4  
318  4  10  4  10  
319  8  5  3  7  
320  7  9  10  3  
321  8  1  1  9  
322  7  9  1  4  
323  5  7  6  8  
324  3  8  1  5  
325  10  5  6  7  
326  1  5  8  2  
327  10  6  8  2  
328  5  2  3  6  
329  3  10  8  1  
330  10  5  6  6  
331  6  7  7  7  
332  7  5  3  7  
333  4  4  9  5  
334  4  10  5  9  
335  7  9  10  3  
336  9  3  1  5  
337  1  9  5  1  
338  10  6  8  3  
339  1  6  7  1  
340  6  7  7  6  
341  7  5  6  8  
342  7  5  3  7  
343  10  3  9  2  
344  2  4  4  6  
345  3  8  1  5  
346  3  2  8  6  
347  5  1  6  1  
348  2  4  4  2  
349  4  10  4  10  
350  10  3  9  2  
351  8  8  5  3  
352  1  7  9  10  
353  4  4  9  5  
354  4  10  4  10  
355  4  6  7  7  
356  10  3  9  2  
357  7  5  3  7  
358  4  4  9  5  
359  1  9  4  7  
360  7  8  2  2  
361  6  9  2  4  
362  9  6  7  1  
363  2  4  3  6  
364  9  6  7  3  
365  3  8  1  5  
366  5  2  3  6  
367  6  6  6  2  
368  1  7  9  9  
369  10  3  9  2  
370  9  6  7  5  
371  10  5  9  6  
372  1  6  8  1  
373  5  2  2  3  
374  4  10  5  9  
375  9  3  1  5  
376  2  4  4  6  
377  10  5  9  6  
378  8  2  5  3  
379  3  8  1  1  
380  9  3  1  5  
381  6  9  2  4  
382  8  1  10  9  
383  10  5  6  6  
384  3  10  8  1  
385  5  1  6  1  
386  3  9  2  4  
387  8  1  1  9  
388  3  6  8  1  
389  2  6  1  5  
390  9  3  10  9  
391  6  7  7  7  
392  7  6  10  3  
393  9  3  10  8  
394  10  5  6  6  
395  6  7  7  7  
396  3  10  8  1  
397  7  5  3  7  
398  5  1  6  1  
399  4  10  5  4  
400  3  1  4  9  
401  8  5  3  4  
402  6  4  2  4  
403  7  9  10  3  
404  3  10  8  1  
405  4  10  5  9  
406  1  7  9  10  
407  3  10  8  1  
408  9  7  10  5  
409  8  2  5  3  
410  9  3  1  7  
411  3  1  5  9  
412  3  10  8  1  
413  1  9  4  7  
414  1  6  8  7  
415  5  1  6  1  
416  7  5  5  5  
417  2  7  6  8  
418  10  6  8  2  
419  4  10  5  9  
420  3  8  1  5  
421  4  4  4  6  
422  5  2  3  6  
423  4  4  9  5  
424  6  7  10  4  
425  10  5  6  6  
426  2  4  4  6  
427  8  1  1  9  
428  3  8  1  5  
429  2  7  6  8  
430  7  8  2  2  
431  8  9  2  3  
432  8  2  5  4  
433  10  6  8  2  
434  6  9  5  4  
435  1  9  4  7  
436  4  10  1  9  
437  6  4  10  4  
438  10  3  9  2  
439  4  6  7  6  
440  6  9  2  4  
441  3  5  6  6  
442  10  3  9  2  
443  1  6  8  8  
444  5  2  3  6  
445  2  8  10  10  
446  3  1  5  9  
447  3  5  1  5  
448  10  5  6  6  
449  3  10  8  1  
450  7  8  2  2  
451  5  2  3  6  
452  5  7  3  6  
453  2  8  7  10  
454  3  7  5  1  
455  10  6  8  2  
456  2  8  7  10  
457  8  5  8  4  
458  10  7  8  2  
459  9  2  5  7  
460  8  2  5  3  
461  3  10  8  1  
462  2  4  10  6  
463  2  8  7  10  
464  5  2  2  3  
465  10  3  10  2  
466  7  3  3  7  
467  10  3  9  2  
468  1  6  8  8  
469  4  4  3  5  
470  6  7  7  7  
471  1  7  9  10  
472  7  5  3  7  
473  9  2  7  6  
474  3  10  8  10  
475  6  7  7  7  
476  7  5  3  7  
477  1  7  9  10  
478  5  2  3  6  
479  7  8  2  2  
480  4  10  6  10  
481  4  4  9  5  
482  6  4  10  4  
483  8  1  1  9  
484  5  2  3  6  
485  6  9  2  4  
486  1  7  10  10  
487  4  10  4  10  
488  1  9  4  7  
489  1  9  4  7  
490  2  1  5  9  
491  4  10  5  9  
492  1  6  8  8  
493  9  3  10  8  
494  8  2  5  3  
495  3  8  1  5  
496  4  5  5  9  
497  2  7  8  8  
498  2  10  5  9  
499  8  1  1  9  
500  3  8  1  5  
501  4  10  5  9  
502  4  10  5  9  
503  1  9  4  7  
504  7  8  2  2  
505  6  2  10  4  
506  10  6  8  2  
507  5  1  6  1  
508  3  5  6  6  
509  1  3  9  2  
510  6  4  10  4  
511  5  6  6  1  
512  1  9  7  7  
513  6  4  10  4  
514  1  10  4  7  
515  4  4  9  5  
516  1  6  8  8  
517  10  3  9  2  
518  9  4  4  6  
519  6  7  7  7  
520  5  2  2  3  
521  3  8  8  5  
522  7  5  3  7  
523  4  5  4  10  
524  9  6  7  1  
525  5  2  3  6  
526  10  6  5  2  
527  4  10  5  9  
528  1  9  4  4  
529  4  10  1  9  
530  8  1  1  9  
531  5  2  3  6  
532  2  10  4  6  
533  4  4  9  5  
534  10  5  6  6  
535  6  4  10  4  
536  4  10  5  9  
537  2  2  5  3  
538  5  2  2  3  
539  9  6  7  1  
540  5  1  6  1  
541  1  9  4  7  
542  3  8  7  4  
543  3  8  1  5  
544  5  1  6  1  
545  2  7  6  8  
546  7  4  10  4  
547  7  3  1  5  
548  1  9  1  7  
549  10  5  6  6  
550  6  7  7  7  
551  10  5  6  6  
552  4  4  9  5  
553  8  2  3  4  
554  1  9  4  10  
555  1  7  9  10  
556  6  4  10  4  
557  3  10  8  1  
558  4  4  8  5  
559  7  9  10  10  
560  8  10  4  10  
561  1  6  8  8  
562  2  8  7  10  
563  1  9  4  7  
564  7  5  3  7  
565  7  5  3  7  
566  1  7  9  10  
567  2  8  7  10  
568  10  1  5  1  
569  4  4  9  5  
570  6  4  10  4  
571  4  10  5  9  
572  5  2  3  3  
573  8  1  1  9  
574  5  2  3  6  
575  9  6  7  1  
576  10  6  8  2  
577  8  5  3  4  
578  4  1  9  5  
579  8  10  8  2  
580  5  2  3  6  
581  9  3  10  8  
582  3  10  8  1  
583  2  4  4  6  
584  3  2  1  9  
585  9  7  7  7  
586  7  5  3  7  
587  5  2  3  6  
588  10  3  9  2  
589  6  9  2  4  
590  1  7  9  10  
591  10  5  6  6  
592  9  3  10  8  
593  4  4  9  5  
594  2  4  4  6  
595  1  9  4  7  
596  3  1  5  9  
597  1  8  1  5  
598  6  5  3  7  
599  4  10  5  9  
600  4  10  5  9  
601  6  4  10  4  
602  10  6  8  2  
603  3  8  1  5  
604  9  3  1  5  
605  2  7  7  8  
606  6  4  3  6  
607  8  5  3  4  
608  9  4  7  1  
609  7  8  2  2  
610  6  7  7  7  
611  8  2  5  3  
612  6  1  6  1  
613  5  2  3  6  
614  1  9  4  7  
615  7  8  2  2  
616  9  3  1  5  
617  3  10  7  1  
618  8  1  1  9  
619  4  4  9  5  
620  8  5  5  3  
621  6  9  2  4  
622  4  10  4  10  
623  10  6  8  2  
624  1  9  4  7  
625  9  3  1  5  
626  6  7  7  7  
627  5  2  3  6  
628  2  4  4  6  
629  1  6  8  2  
630  8  1  1  9  
631  3  10  8  1  
632  8  5  3  4  
633  8  5  3  4  
634  6  4  10  4  
635  1  7  9  10  
636  3  10  8  1  
637  4  10  4  10  
638  10  5  6  6  
639  8  1  1  9  
640  2  10  3  1  
641  7  2  3  6  
642  4  4  9  5  
643  1  6  8  8  
644  10  6  8  2  
645  9  3  1  5  
646  1  3  9  2  
647  10  3  9  2  
648  8  2  1  3  
649  4  8  2  3  
650  2  4  4  6  
651  6  4  10  4  
652  10  6  8  2  
653  6  9  2  4  
654  4  10  5  10  
655  8  10  4  3  
656  5  2  3  6  
657  8  2  5  3  
658  1  7  9  10  
659  4  4  9  5  
660  8  2  5  3  
661  2  7  6  8  
662  2  7  6  8  
663  6  4  10  4  
664  3  8  1  5  
665  2  8  7  10  
666  3  10  8  1  
667  1  7  9  10  
668  9  3  1  5  
669  9  3  1  5  
670  1  2  2  3  
671  4  10  5  9  
672  8  2  5  3  
673  2  8  7  5  
674  2  4  4  6  
675  9  3  1  5  
676  9  3  1  5  
677  4  10  4  10  
678  4  2  2  3  
679  2  10  8  1  
680  8  5  6  6  
681  3  8  1  5  
682  9  10  5  9  
683  4  10  5  9  
684  7  8  2  2  
685  3  8  1  5  
686  1  2  4  7  
687  10  6  8  2  
688  3  8  1  5  
689  6  9  4  7  
690  9  6  7  1  
691  7  8  2  2  
692  6  7  7  7  
693  8  2  5  3  
694  10  8  7  10  
695  8  1  1  9  
696  8  2  5  3  
697  3  8  3  5  
698  3  1  5  9  
699  9  3  10  8  
700  8  2  5  3  
701  10  5  6  8  
702  5  2  3  6  
703  4  4  9  5  
704  7  5  3  7  
705  4  4  4  10  
706  10  5  6  6  
707  5  1  6  1  
708  3  3  10  8  
709  6  4  10  4  
710  8  1  1  9  
711  1  8  8  8  
712  7  5  7  7  
713  5  8  3  5  
714  6  9  2  4  
715  4  4  9  5  
716  5  2  2  3  
717  2  8  7  10  
718  6  7  7  7  
719  4  10  5  3  
720  9  8  1  8  
721  3  1  5  9  
722  7  5  3  7  
723  3  8  1  5  
724  4  3  5  9  
725  6  4  10  4  
726  5  2  2  3  
727  3  9  4  7  
728  9  3  1  5  
729  7  9  10  3  
730  8  1  1  9  
731  5  1  6  1  
732  8  1  1  9  
733  5  2  3  6  
734  7  8  2  2  
735  9  3  1  5  
736  8  5  3  4  
737  5  2  2  3  
738  7  5  3  7  
739  5  4  6  1  
740  9  3  5  5  
741  3  9  1  5  
742  2  8  7  10  
743  7  5  3  7  
744  8  1  1  9  
745  8  2  5  3  
746  4  10  4  10  
747  1  7  9  4  
748  1  7  9  10  
749  8  5  3  4  
750  5  1  3  4  
751  8  5  3  4  
752  7  5  3  7  
753  9  6  7  1  
754  7  9  10  3  
755  4  4  9  1  
756  5  2  3  6  
757  8  1  1  9  
758  6  4  10  4  
759  1  9  4  7  
760  1  6  8  8  
761  3  8  6  5  
762  9  4  7  1  
763  7  5  3  7  
764  8  1  1  9  
765  1  7  9  10  
766  1  9  4  7  
767  1  3  8  8  
768  2  4  4  6  
769  5  2  2  3  
770  3  3  1  5  
771  3  10  8  1  
772  9  3  1  5  
773  6  4  10  4  
774  7  5  3  7  
775  4  10  5  9  
776  8  5  3  4  
777  8  9  10  3  
778  3  10  8  1  
779  7  5  3  7  
780  1  9  4  7  
781  1  7  9  10  
782  1  5  3  4  
783  1  9  4  7  
784  1  9  4  7  
785  2  8  7  10  
786  6  4  1  4  
787  4  4  9  5  
788  1  9  4  7  
789  10  3  5  2  
790  5  1  6  9  
791  4  10  5  9  
792  5  3  10  8  
793  6  9  2  6  
794  8  5  3  4  
795  3  1  5  9  
796  10  3  9  2  
797  8  5  3  4  
798  2  4  4  6  
799  7  5  6  7  
800  2  8  3  10  
801  1  9  4  7  
802  9  6  7  1  
803  2  8  7  10  
804  9  3  1  5  
805  8  1  1  9  
806  5  5  6  6  
807  7  8  2  2  
808  1  9  4  7  
809  10  6  8  8  
810  10  6  8  7  
811  3  1  5  9  
812  1  7  9  10  
813  8  2  5  3  
814  3  10  8  1  
815  6  9  2  4  
816  6  9  8  4  
817  8  2  5  3  
818  6  4  10  4  
819  1  9  4  7  
820  1  6  8  8  
821  6  4  7  4  
822  2  4  2  6  
823  10  5  6  6  
824  5  2  4  6  
825  9  6  7  1  
826  2  10  4  9  
827  8  1  1  6  
828  2  4  4  6  
829  7  5  3  7  
830  4  4  9  5  
831  7  8  2  2  
832  3  1  5  9  
833  9  6  7  1  
834  3  9  5  9  
835  9  6  7  1  
836  3  10  8  1  
837  4  10  5  9  
838  9  6  10  8  
839  10  6  8  2  
840  8  5  3  4  
841  7  5  3  7  
842  5  2  3  10  
843  8  2  5  3  
844  3  1  1  9  
845  10  5  6  6  
846  7  6  8  8  
847  1  9  9  10  
848  7  9  10  3  
849  7  9  10  3  
850  3  10  8  1  
851  9  3  1  8  
852  1  6  8  8  
853  3  10  8  1  
854  7  9  10  3  
855  8  4  4  6  
856  10  1  2  2  
857  10  5  6  6  
858  3  8  1  5  
859  1  7  9  10  
860  7  8  2  2  
861  1  9  4  9  
862  9  6  7  1  
863  5  2  3  6  
864  6  4  10  4  
865  2  4  4  6  
866  2  8  7  10  
867  6  4  10  9  
868  9  6  7  1  
869  5  2  2  9  
870  7  4  10  4  
871  5  2  3  6  
872  4  10  5  9  
873  9  6  7  1  
874  4  10  5  9  
875  6  4  10  4  
876  8  1  1  9  
877  4  10  5  9  
878  6  7  7  7  
879  4  4  9  1  
880  6  9  2  9  
881  2  7  9  10  
882  8  2  5  3  
883  7  5  7  7  
884  2  4  4  6  
885  8  1  1  9  
886  5  2  2  3  
887  6  9  2  4  
888  2  4  4  6  
889  10  6  8  2  
890  3  10  8  8  
891  8  2  5  3  
892  7  8  5  2  
893  10  6  6  6  
894  3  8  1  5  
895  9  6  7  1  
896  10  5  6  6  
897  5  9  4  7  
898  5  1  2  3  
899  3  1  2  9  
900  9  3  10  8  
901  3  8  1  5  
902  4  10  5  9  
903  8  1  5  4  
904  4  4  9  5  
905  7  9  10  3  
906  10  5  6  6  
907  10  3  9  2  
908  3  3  1  7  
909  2  4  4  6  
910  7  9  10  3  
911  2  7  6  8  
912  5  2  2  3  
913  2  7  1  5  
914  5  2  2  3  
915  7  2  5  3  
916  2  7  6  8  
917  2  8  6  8  
918  5  2  2  9  
919  9  6  7  1  
920  6  7  5  7  
921  8  5  3  7  
922  1  6  8  8  
923  5  2  2  3  
924  10  7  6  6  
925  7  9  10  3  
926  6  8  7  10  
927  8  5  3  4  
928  8  5  5  4  
929  4  10  4  10  
930  4  10  5  9  
931  3  10  8  1  
932  9  3  10  8  
933  5  1  6  1  
934  2  7  6  8  
935  1  9  4  7  
936  6  9  10  3  
937  10  3  9  6  
938  8  1  1  9  
939  9  6  7  1  
940  8  1  1  9  
941  3  8  1  5  
942  5  1  1  9  
943  8  2  5  3  
944  4  2  3  6  
945  3  8  1  5  
946  1  6  9  8  
947  8  2  9  3  
948  3  10  8  1  
949  4  10  4  10  
950  6  4  10  4  
951  4  5  3  2  
952  3  8  1  5  
953  6  4  10  4  
954  9  3  10  8  
955  1  7  6  10  
956  1  9  4  7  
957  9  6  7  1  
958  5  2  2  3  
959  1  7  9  10  
960  1  9  4  7  
961  7  5  3  7  
962  9  6  7  1  
963  10  5  6  6  
964  7  5  3  7  
965  3  8  1  5  
966  9  6  7  1  
967  4  4  9  5  
968  5  3  3  6  
969  10  3  9  7  
970  8  5  3  4  
971  9  6  10  1  
972  6  7  7  7  
973  4  10  5  9  
974  9  3  10  8  
975  2  4  4  6  
976  2  4  4  2  
977  7  7  3  7  
978  8  3  3  4  
979  3  1  5  9  
980  10  5  6  6  
981  7  5  3  7  
982  6  4  10  4  
983  7  9  10  3  
984  4  9  9  5  
985  8  2  5  3  
986  9  3  1  5  
987  8  9  9  9  
988  9  6  10  1  
989  7  8  2  2  
990  10  6  8  2  
991  2  7  6  8  
992  10  6  10  2  
993  10  5  6  6  
994  2  9  4  2  
995  8  1  1  9  
996  10  6  8  2  
997  9  6  7  1  
998  9  6  7  1  
999  2  3  4  6  
1000  10  5  6  6  
