2492,2244,3297,1858,2771
2492,2242,3296,1857,2768
2494,2243,3297,1859,2769
2492,2244,3296,1859,2771
2492,2242,3298,1856,2770
2492,2243,3297,1857,2769
2494,2243,3297,1855,2770
2491,2245,3296,1857,2770
2494,2242,3296,1858,2768
2493,2242,3296,1855,2772
2495,2244,3296,1858,2770
2493,2243,3298,1858,2770
2493,2243,3297,1857,2768
1667,2946,845,688,3007
1665,2944,848,687,3009
1668,2946,846,687,3007
1667,2945,848,688,3006
1667,2944,847,687,3008
1668,2946,850,687,3009
1666,2945,848,687,3008
1668,2945,849,688,3007
1667,2946,847,688,3007
1670,2944,847,688,3007
1670,2945,849,688,3006
1667,2946,846,687,3008
1669,2946,849,686,3008
1668,2945,846,688,3005
1669,2947,846,688,3007
1669,2946,848,689,3007
1667,2945,848,688,3006
1668,2945,845,687,3008
1668,2944,846,690,3006
1668,2946,847,687,3009
1668,2945,851,688,3007
1668,2944,847,688,3008
1666,2945,850,686,3008
1667,2945,849,687,3007
1159,3138,3150,1780,274
1160,3138,3150,1779,271
1163,3138,3149,1778,273
1158,3139,3149,1779,271
1159,3139,3149,1778,269
1159,3139,3149,1780,270
1158,3138,3151,1780,273
1159,3139,3149,1780,271
1159,3139,3150,1779,270
1160,3139,3149,1780,271
1159,3139,3150,1778,273
1158,3139,3150,1779,270
1159,3139,3149,1780,274
1161,3140,3150,1779,270
1159,3139,3149,1778,271
1160,3139,3150,1779,270
1160,3140,3150,1780,273
1159,3140,3149,1779,272
454,221,3137,1073,549
455,221,3138,1073,549
454,222,3135,1073,549
455,222,3135,1073,549
455,221,3138,1073,551
455,220,3137,1073,549
455,221,3137,1074,550
454,221,3137,1073,549
454,221,3135,1073,550
454,222,3138,1073,550
454,222,3138,1073,550
455,221,3137,1072,549
454,221,3136,1074,551
455,221,3138,1072,550
455,222,3137,1074,549
453,222,3137,1075,549
455,221,3139,1074,550
456,221,3137,1072,550
456,221,3135,1073,549
455,222,3137,1073,550
454,223,3138,1072,550
454,220,3138,1073,549
454,222,3137,1074,549
455,221,3137,1073,550
455,223,3138,1072,549
455,220,3139,1073,549
455,221,3139,1074,549
454,221,3138,1073,549
455,221,3137,1076,550
454,221,3137,1073,550
455,223,3138,1074,549
454,221,3138,1073,550
454,222,3136,1074,550
454,221,3137,1072,550
454,222,3138,1074,550
455,221,3136,1074,549
453,220,3138,1074,550
455,221,3139,1073,549
453,222,3139,1073,549
455,222,3138,1074,550
455,222,3138,1073,551
454,221,3137,1073,549
456,222,3139,1074,550
455,221,3138,1074,549
455,222,3137,1074,550
454,222,3137,1074,550
455,221,3136,1075,550
454,222,3137,1074,549
3084,3314,1871,2935,1586
3083,3314,1873,2935,1584
3086,3312,1874,2934,1585
3083,3314,1870,2935,1588
3085,3314,1870,2931,1589
3085,3313,1875,2935,1585
3082,3314,1871,2932,1586
3081,3314,1873,2934,1585
3082,3314,1872,2935,1586
3084,3313,1873,2935,1586
3085,3312,1873,2932,1583
3085,3314,1872,2934,1585
1770,1522,1127,2469,1674
1770,1521,1127,2467,1674
1767,1520,1129,2468,1671
1770,1523,1127,2468,1673
1771,1520,1127,2468,1670
1770,1520,1128,2466,1675
1769,1523,1128,2466,1673
1771,1522,1129,2466,1673
1771,1519,1129,2469,1674
1770,1520,1128,2468,1673
1770,1521,1128,2467,1674
1771,1520,1128,2467,1674
1769,1521,1127,2469,1672
1769,1521,1126,2468,1674
1769,1522,1127,2468,1675
1770,1521,1128,2470,1673
1768,1522,1128,2466,1672
1769,1521,1128,2467,1673
1770,1522,1127,2466,1675
1770,1520,1126,2467,1673
1769,1524,1126,2468,1674
1768,1521,1127,2468,1672
1768,1520,1128,2468,1674
1770,1522,1127,2466,1673
1770,1521,1128,2467,1672
1769,1522,1126,2470,1674
1770,1522,1129,2469,1671
1769,1521,1127,2470,1676
390,1185,1695,3150,115
391,1186,1696,3150,114
391,1182,1697,3150,116
390,1185,1699,3151,116
389,1186,1697,3151,116
390,1185,1696,3150,117
391,1185,1696,3151,115
391,1183,1699,3150,117
389,1186,1698,3151,116
391,1184,1697,3150,117
391,1184,1698,3150,116
392,1183,1697,3151,115
391,1185,1698,3150,116
391,1184,1696,3151,114
389,1183,1694,3151,115
390,1185,1696,3150,116
390,1187,1695,3150,116
390,1184,1698,3150,115
390,1184,1695,3151,115
391,1184,1698,3151,115
391,1182,1697,3151,116
389,1186,1697,3151,115
390,1184,1696,3150,115
1577,1301,1828,914,1738
1578,1303,1828,917,1737
1577,1301,1826,915,1737
1576,1302,1828,915,1736
1577,1303,1829,916,1736
1578,1304,1825,914,1737
1576,1300,1826,914,1737
1576,1303,1829,915,1736
1577,1303,1828,917,1736
1578,1301,1829,916,1736
217,1586,1088,2342,2745
218,1585,1090,2341,2747
217,1585,1090,2342,2742
219,1585,1090,2340,2746
218,1584,1090,2341,2745
217,1584,1090,2342,2745
218,1585,1090,2342,2744
221,1585,1089,2341,2745
219,1585,1090,2342,2744
220,1585,1092,2341,2747
793,2855,161,3129,1473
793,2855,161,3128,1476
795,2854,162,3129,1472
796,2853,161,3128,1471
795,2855,161,3127,1472
794,2853,161,3131,1472
794,2853,161,3130,1473
794,2853,161,3129,1471
792,2854,162,3130,1469
792,2854,161,3127,1474
3356,1648,3247,1452,3005
3356,1647,3245,1451,3005
3356,1647,3247,1451,3006
3356,1646,3246,1451,3005
3356,1647,3246,1451,3008
3355,1647,3247,1450,3005
3355,1647,3246,1452,3005
3356,1645,3248,1452,3006
3355,1645,3245,1451,3007
3355,1647,3246,1451,3003
3355,1644,3247,1453,3007
3356,1647,3249,1452,3006
3355,1646,3248,1452,3006
3355,1646,3246,1452,3003
3356,1646,3246,1451,3002
617,2585,2272,1730,2069
617,2585,2274,1731,2069
616,2585,2272,1731,2069
617,2586,2274,1729,2068
616,2583,2273,1731,2068
617,2585,2274,1730,2069
616,2584,2272,1729,2068
616,2587,2271,1733,2068
617,2583,2272,1730,2067
616,2583,2272,1730,2068
617,2584,2274,1729,2068
616,2587,2272,1731,2068
618,2585,2276,1730,2069
617,2583,2272,1731,2069
617,2585,2270,1729,2069
617,2585,2272,1735,2069
617,2584,2272,1731,2069
617,2586,2275,1730,2069
616,2585,2273,1731,2067
617,2588,2274,1732,2069
616,2582,2275,1731,2068
615,2585,2270,1731,2069
616,2584,2272,1733,2066
618,2583,2274,1733,2069
617,2585,2272,1730,2070
617,2587,2274,1730,2068
617,2584,2274,1731,2068
616,2585,2274,1732,2069
617,2585,2271,1730,2067
617,2584,2271,1733,2068
616,2585,2276,1733,2069
616,2585,2273,1732,2069
616,2584,2271,1728,2069
616,2583,2270,1733,2070
616,2587,2273,1729,2068
617,2584,2271,1728,2068
616,2586,2273,1727,2068
616,2586,2273,1731,2070
616,2582,2272,1730,2068
616,2583,2271,1731,2067
616,2584,2273,1729,2070
616,2583,2274,1731,2069
616,2584,2273,1730,2070
616,2586,2271,1730,2071
616,2583,2273,1728,2068
616,2586,2272,1731,2069
616,2583,2273,1728,2068
1844,2544,3148,1451,2259
1844,2543,3150,1451,2258
1845,2543,3150,1450,2257
1844,2543,3149,1451,2258
1844,2542,3150,1451,2260
1845,2542,3150,1450,2260
1845,2543,3149,1451,2261
1844,2543,3149,1450,2257
1845,2543,3150,1451,2256
1844,2545,3149,1451,2258
1844,2540,3149,1451,2259
1844,2545,3150,1450,2259
1844,2541,3149,1450,2259
1844,2540,3149,1451,2258
1843,2541,3150,1450,2261
1844,2541,3149,1451,2257
1844,2541,3149,1451,2258
1844,2543,3150,1451,2258
1845,2542,3150,1451,2258
1845,2543,3150,1450,2258
1844,2540,3150,1451,2259
1845,2542,3149,1451,2257
1845,2541,3149,1450,2259
1844,2542,3149,1450,2260
1844,2543,3150,1451,2258
1845,2543,3150,1450,2257
1845,2543,3150,1450,2258
1845,2541,3150,1451,2259
1844,2542,3149,1450,2259
1845,2542,3150,1450,2258
1844,2543,3150,1451,2259
1844,2540,3150,1451,2258
1843,2543,3149,1450,2258
1843,2542,3150,1450,2259
1844,2542,3149,1450,2258
1845,2542,3149,1451,2257
1967,2787,1088,416,1318
1965,2787,1088,415,1319
1965,2787,1090,416,1319
1967,2788,1087,415,1318
1967,2788,1090,415,1318
1966,2788,1087,416,1319
1964,2787,1087,416,1318
1966,2787,1090,415,1318
1966,2787,1088,416,1318
1965,2787,1088,415,1319
1966,2787,1089,416,1319
1965,2787,1089,416,1318
1966,2787,1090,415,1319
1966,2787,1090,415,1319
1966,2787,1090,415,1318
1964,2788,1088,415,1319
1967,2788,1087,416,1319
1963,2787,1088,415,1319
1968,2787,1088,417,1320
805,2737,2713,1223,1422
805,2735,2714,1224,1423
805,2735,2714,1227,1422
804,2735,2714,1227,1422
805,2736,2714,1224,1424
804,2736,2713,1225,1422
805,2735,2714,1227,1422
804,2738,2713,1224,1422
805,2734,2713,1224,1421
805,2736,2713,1225,1422
804,2736,2712,1226,1421
804,2733,2714,1224,1424
804,2736,2714,1224,1422
806,2735,2713,1224,1421
804,2737,2714,1223,1422
805,2736,2714,1224,1422
804,2734,2713,1226,1424
804,2738,2713,1224,1422
803,2735,2714,1223,1422
805,2735,2714,1223,1422
804,2737,2713,1227,1422
805,2735,2713,1229,1424
805,2737,2714,1225,1423
1553,2054,2807,1596,2345
1554,2053,2807,1596,2346
1554,2054,2808,1596,2346
1553,2052,2810,1596,2345
1553,2053,2808,1596,2346
1552,2052,2810,1596,2345
1553,2053,2808,1597,2345
1555,2055,2808,1596,2346
1554,2052,2808,1597,2346
1553,2056,2807,1597,2346
1553,2055,2809,1597,2344
1554,2054,2811,1596,2346
1556,2054,2808,1597,2345
1554,2054,2808,1597,2345
1553,2054,2809,1597,2345
1844,1512,1941,1974,300
1844,1511,1940,1973,301
1846,1511,1940,1975,301
1844,1509,1940,1972,298
1845,1508,1939,1974,301
1846,1510,1940,1974,300
1844,1509,1938,1971,300
1845,1513,1938,1972,300
1844,1513,1937,1975,301
1843,1509,1938,1975,300
2034,3055,2609,246,1304
2036,3059,2608,246,1303
2034,3055,2608,247,1302
2035,3057,2610,246,1302
2033,3055,2610,246,1302
2036,3056,2608,246,1301
2035,3055,2609,246,1299
2035,3057,2610,247,1302
2036,3055,2611,246,1301
2033,3055,2610,247,1302
2035,3056,2609,247,1302
2033,3055,2611,247,1301
2035,3056,2609,247,1302
2035,3055,2610,246,1301
2035,3054,2610,247,1300
2035,3056,2609,247,1301
2033,3055,2609,246,1301
2033,3055,2610,246,1302
2034,3055,2609,247,1304
2035,3055,2610,245,1299
2035,3055,2608,246,1301
2034,3056,2611,247,1302
2036,3054,2608,248,1302
2035,3057,2610,245,1302
2035,3055,2611,246,1301
2035,3056,2609,247,1302
2034,3057,2611,247,1301
2035,3057,2608,246,1301
2035,3055,2608,245,1300
1211,3363,2865,1398,3138
1210,3362,2864,1398,3139
1210,3364,2864,1397,3139
1210,3363,2865,1398,3138
1211,3363,2864,1398,3141
1211,3362,2864,1398,3139
1210,3363,2864,1397,3139
1210,3361,2863,1398,3138
1212,3361,2867,1396,3138
1210,3363,2864,1398,3138
1213,3363,2865,1397,3138
1210,3363,2864,1396,3139
1209,3362,2865,1398,3139
1210,3362,2865,1397,3138
1210,3362,2865,1398,3138
1210,3363,2864,1397,3138
1211,3363,2865,1397,3139
1211,3364,2865,1398,3138
1210,3363,2864,1398,3140
1210,3362,2864,1395,3137
1210,3363,2864,1397,3140
1211,3364,2866,1398,3138
1210,3362,2864,1397,3139
1211,3361,2864,1399,3140
1210,3363,2864,1396,3138
1210,3363,2863,1398,3136
42,32,651,2367,1298
43,33,651,2368,1298
43,32,652,2370,1297
42,32,652,2369,1299
42,32,651,2369,1298
42,31,651,2368,1297
42,31,653,2368,1298
43,30,652,2368,1298
43,31,652,2367,1297
43,32,651,2368,1296
43,32,652,2369,1299
1283,2590,750,2243,488
1284,2590,751,2243,489
1283,2592,751,2243,489
1282,2587,753,2243,489
1283,2588,751,2244,487
1282,2590,751,2244,489
1283,2588,753,2243,489
1283,2590,750,2244,490
1284,2589,754,2243,489
1283,2587,751,2245,489
1283,2588,750,2244,489
1283,2587,752,2243,492
1282,2590,753,2242,491
1282,2588,751,2244,491
1282,2589,752,2241,489
1282,2589,753,2243,492
2238,3225,1524,2580,3131
2239,3224,1524,2580,3132
2238,3222,1524,2581,3134
2239,3222,1524,2582,3132
2237,3222,1524,2580,3133
2238,3222,1524,2578,3134
2236,3222,1525,2580,3132
2238,3223,1525,2580,3132
2236,3222,1524,2580,3133
2237,3224,1524,2578,3132
2238,3222,1525,2579,3133
2614,2785,3265,2706,1989
2615,2784,3263,2707,1990
2613,2784,3263,2708,1991
2613,2785,3264,2708,1991
2613,2784,3263,2707,1991
2613,2785,3263,2707,1989
2613,2784,3263,2707,1991
2614,2785,3263,2708,1991
2614,2784,3263,2707,1989
2614,2784,3263,2707,1992
2612,2784,3264,2707,1991
2613,2785,3264,2708,1990
2613,2785,3264,2708,1991
2614,2785,3264,2707,1991
2613,2785,3263,2708,1989
2614,2785,3265,2707,1990
2613,2784,3264,2708,1994
2613,2784,3263,2708,1992
2613,2785,3262,2708,1993
2614,2785,3263,2707,1990
2613,2785,3263,2708,1991
2613,2785,3262,2707,1991
2614,2785,3263,2707,1991
2615,2785,3263,2707,1990
2613,2785,3264,2708,1990
2613,2785,3263,2707,1989
2613,2786,3262,2708,1989
2614,2783,3264,2707,1991
2614,2784,3265,2707,1990
2614,2784,3264,2708,1990
2614,2784,3264,2707,1990
2614,2784,3264,2707,1991
2613,2785,3262,2707,1993
2615,2784,3264,2707,1991
2613,2785,3265,2708,1989
2613,2785,3264,2707,1992
2612,2785,3262,2708,1990
2615,2784,3264,2706,1990
2613,2784,3264,2707,1990
2613,2784,3263,2709,1989
2612,2784,3263,2707,1989
2613,2784,3263,2708,1989
2614,2784,3262,2707,1993
2614,2784,3263,2708,1991
2614,2785,3263,2708,1992
2614,2784,3263,2707,1994
2429,1082,2988,3380,1044
2429,1081,2984,3382,1045
2427,1083,2987,3381,1045
2429,1081,2989,3381,1045
2428,1082,2985,3383,1044
2428,1083,2988,3381,1045
2430,1083,2986,3381,1045
2429,1083,2988,3382,1044
2429,1082,2986,3383,1044
2430,1081,2988,3381,1044
249,1219,2313,2647,769
249,1219,2313,2648,769
249,1219,2311,2647,769
249,1220,2315,2648,769
248,1219,2316,2648,767
248,1220,2313,2647,768
248,1220,2314,2648,769
249,1220,2315,2648,769
248,1220,2315,2647,768
249,1221,2315,2647,768
250,1219,2314,2647,769
248,1220,2311,2648,769
248,1219,2314,2648,769
1628,2660,1685,1008,1310
1628,2661,1686,1006,1311
1627,2660,1686,1008,1311
1629,2660,1685,1008,1314
1628,2661,1687,1007,1313
1628,2660,1688,1007,1311
1628,2658,1685,1007,1312
1628,2658,1684,1008,1315
1628,2659,1686,1008,1312
1628,2658,1684,1005,1311
1628,2659,1686,1007,1311
288,2105,3263,762,3155
285,2105,3262,763,3153
288,2106,3263,761,3154
287,2105,3264,762,3155
283,2102,3262,762,3153
287,2105,3261,762,3155
286,2101,3264,762,3154
286,2105,3263,762,3156
290,2104,3262,762,3155
288,2106,3262,760,3157
288,2104,3263,761,3155
286,2103,3262,761,3154
286,2105,3263,761,3155
284,2101,3262,762,3155
287,2105,3263,761,3153
285,2103,3262,762,3153
286,2105,3261,761,3152
286,2104,3263,762,3154
287,2104,3263,761,3158
287,2105,3263,762,3154
27,1648,2797,666,2999
26,1647,2794,669,3000
26,1647,2795,666,2999
27,1647,2795,666,2999
26,1648,2797,666,3000
26,1647,2795,666,3001
26,1647,2795,668,3000
26,1647,2795,666,2999
26,1647,2796,666,3000
26,1647,2797,668,2999
26,1648,2792,665,2999
26,1647,2796,666,3000
27,1647,2796,668,2999
26,1649,2794,666,3000
27,1648,2795,668,3000
27,1648,2797,667,3001
26,1648,2796,666,3000
26,1647,2795,667,2999
27,1647,2798,667,3000
26,1647,2793,669,3000
42,219,2534,2816,420
44,219,2533,2817,420
42,220,2535,2818,420
43,221,2535,2817,420
44,220,2533,2817,420
42,220,2534,2817,421
38,221,2533,2816,420
42,221,2535,2815,421
43,219,2534,2816,420
41,220,2534,2817,420
43,218,2533,2816,419
39,219,2534,2815,421
2712,969,2590,1654,2607
2711,969,2591,1652,2608
2709,968,2590,1655,2607
2711,968,2590,1651,2607
2711,969,2591,1652,2606
2711,968,2591,1653,2607
2710,968,2591,1652,2608
2711,969,2589,1654,2607
2711,968,2591,1653,2607
2711,967,2590,1652,2607
968,451,945,297,2581
968,453,946,297,2581
968,452,946,297,2582
969,452,945,296,2581
968,451,947,298,2581
968,453,945,298,2581
969,452,945,298,2582
969,451,945,298,2581
969,450,944,299,2582
968,452,945,297,2582
968,450,947,298,2581
970,450,945,296,2582
967,453,946,297,2582
968,451,946,297,2581
969,452,946,298,2582
969,450,947,296,2581
969,451,945,298,2582
969,452,946,296,2582
969,451,947,297,2581
969,451,944,299,2582
970,451,945,298,2581
968,451,945,296,2582
969,451,945,297,2579
967,452,946,296,2581
555,1238,1999,2063,1760
554,1238,2002,2064,1763
555,1237,1998,2063,1763
556,1237,2000,2064,1761
554,1237,2000,2064,1762
555,1236,2000,2064,1763
554,1236,2001,2063,1762
553,1238,2002,2064,1762
554,1237,2000,2065,1761
555,1237,2000,2063,1763
554,1240,2001,2063,1761
555,1237,2000,2067,1762
1356,2504,1260,358,2253
1357,2503,1260,357,2248
1358,2504,1261,358,2250
1357,2503,1261,359,2250
1358,2503,1259,358,2252
1357,2503,1261,358,2250
1358,2504,1260,359,2253
1359,2503,1260,359,2250
1358,2504,1261,357,2250
1358,2504,1260,356,2251
2106,26,261,1044,301
2108,25,260,1042,301
2107,25,262,1043,302
2106,26,261,1043,303
2107,25,261,1042,303
2107,27,261,1044,302
2107,24,262,1044,302
2106,25,261,1044,301
2107,25,261,1043,301
2107,25,259,1043,301
861,2446,1058,150,41
861,2447,1058,148,41
861,2447,1059,147,39
860,2446,1058,149,41
860,2448,1059,149,40
860,2449,1058,147,39
861,2448,1057,147,41
860,2450,1058,149,39
860,2449,1058,147,39
861,2447,1059,149,41
859,2447,1059,148,40
861,2448,1059,148,39
860,2449,1058,147,37
860,2448,1059,149,40
860,2447,1059,149,40
861,2447,1058,148,42
860,2449,1059,149,40
860,2448,1059,149,41
860,2449,1058,148,40
862,2449,1058,147,42
860,2448,1059,148,39
860,2448,1058,151,41
861,2449,1058,150,41
860,2450,1060,147,41
860,2448,1058,149,41
860,2448,1059,148,41
861,2449,1059,148,40
860,2447,1059,149,40
861,2448,1059,148,42
860,2448,1059,151,40
862,2449,1059,148,40
860,2450,1059,149,39
862,2448,1060,150,40
861,2451,1059,149,40
860,2451,1059,147,41
860,2448,1059,149,42
862,2449,1059,150,40
859,2449,1058,148,41
861,2448,1058,150,41
861,2450,1057,147,40
861,2446,1059,150,41
861,2445,1058,146,39
862,2448,1058,147,40
862,2450,1059,150,40
859,2448,1058,150,39
352,2866,128,1355,1245
351,2866,128,1354,1246
354,2866,127,1357,1246
351,2866,128,1357,1246
351,2866,127,1355,1246
352,2866,129,1356,1245
353,2867,128,1356,1247
351,2866,127,1356,1245
351,2866,128,1354,1245
351,2867,127,1355,1246
352,2867,127,1356,1246
352,2867,127,1356,1245
352,2866,127,1357,1246
351,2866,128,1354,1245
351,2866,129,1357,1246
2663,1339,770,1531,3058
2660,1338,771,1533,3057
2660,1338,770,1532,3057
2663,1340,768,1531,3057
2664,1337,768,1530,3058
2662,1337,768,1531,3058
2664,1338,771,1532,3058
2663,1339,768,1530,3056
2660,1339,770,1529,3057
2663,1340,767,1531,3058
2661,1339,770,1531,3058
2662,1339,769,1530,3057
2663,1338,768,1532,3057
2661,1340,769,1533,3058
2661,1339,768,1531,3058
2661,1338,767,1531,3058
2664,1339,768,1532,3057
2663,1338,768,1531,3058
2660,1339,768,1533,3058
3273,1173,1027,1982,1589
3271,1175,1029,1982,1590
3271,1173,1030,1983,1588
3272,1174,1025,1982,1588
3272,1172,1026,1984,1588
3271,1173,1028,1982,1587
3272,1170,1029,1983,1588
3270,1174,1027,1983,1589
3273,1174,1028,1981,1588
3273,1173,1028,1983,1589
821,1317,1230,453,932
820,1319,1231,454,932
820,1320,1231,453,931
820,1318,1230,454,932
822,1319,1230,452,933
820,1317,1231,455,933
820,1319,1232,455,931
821,1320,1232,452,932
821,1319,1231,453,932
822,1318,1231,452,932
1265,1446,130,3026,3259
1264,1448,131,3028,3261
1264,1447,132,3029,3259
1264,1448,130,3026,3258
1264,1447,132,3025,3261
1264,1448,132,3026,3260
1264,1446,132,3026,3260
1265,1448,133,3027,3259
1264,1448,133,3025,3261
1263,1447,129,3027,3259
1263,1447,132,3027,3259
3367,3302,1598,1292,1384
3367,3301,1599,1292,1382
3371,3300,1596,1291,1384
3368,3300,1598,1292,1384
3371,3302,1598,1291,1385
3368,3301,1596,1291,1385
3366,3301,1597,1293,1383
3371,3300,1598,1291,1384
3370,3300,1598,1291,1383
3372,3302,1598,1292,1386
3368,3300,1598,1291,1384
3367,3301,1597,1291,1386
3367,3300,1597,1291,1383
3369,3302,1599,1292,1383
3368,3301,1597,1292,1383
3368,3304,1599,1291,1383
3371,3302,1596,1292,1383
3368,3301,1597,1292,1383
3367,3301,1598,1292,1385
3368,3302,1599,1291,1382
3367,3301,1599,1291,1382
3371,3303,1597,1290,1382
3369,3303,1597,1291,1381
3367,3302,1596,1292,1384
3369,3302,1598,1291,1383
3367,3302,1597,1292,1382
3368,3303,1598,1293,1384
3369,3302,1600,1292,1386
3368,3303,1596,1291,1384
3365,3301,1598,1291,1384
3369,3302,1599,1293,1382
3369,3301,1598,1290,1383
3368,3303,1596,1290,1384
3366,3299,1597,1292,1384
3370,3301,1598,1292,1383
3368,3302,1598,1291,1384
3368,3302,1597,1292,1383
3366,3302,1597,1291,1382
3370,3304,1595,1291,1383
3367,3303,1596,1291,1382
3367,3301,1599,1291,1384
3366,3302,1597,1293,1383
3369,3302,1597,1291,1382
3368,3301,1596,1291,1384
3371,3302,1598,1291,1383
3369,3301,1598,1291,1382
3369,3302,1598,1291,1382
3368,3301,1597,1293,1384
2855,3042,2712,2588,1175
2855,3043,2712,2589,1175
2855,3044,2713,2589,1174
2855,3041,2713,2591,1175
2856,3042,2712,2590,1174
2856,3043,2713,2589,1176
2857,3043,2713,2590,1173
2856,3042,2713,2591,1176
2855,3041,2713,2592,1175
2856,3041,2713,2590,1173
2855,3041,2712,2590,1174
2856,3043,2712,2587,1174
2856,3043,2712,2588,1176
2855,3044,2712,2591,1175
1351,2896,1284,1482,754
1353,2896,1282,1480,753
1353,2894,1284,1483,753
1355,2895,1284,1482,754
1350,2896,1284,1483,754
1352,2895,1283,1483,753
1354,2897,1283,1480,753
1353,2895,1283,1483,754
1351,2896,1284,1481,753
1352,2894,1284,1482,753
649,3349,2050,1174,1554
652,3349,2051,1174,1552
651,3350,2050,1173,1554
651,3350,2051,1174,1554
651,3349,2051,1173,1553
650,3349,2051,1174,1553
650,3349,2051,1174,1553
651,3350,2051,1174,1553
651,3348,2051,1173,1550
649,3348,2050,1172,1550
650,3350,2049,1173,1551
651,3350,2050,1173,1553
651,3349,2051,1173,1552
650,3349,2050,1173,1553
651,3349,2051,1174,1552
650,3349,2051,1174,1553
650,3350,2051,1173,1552
651,3350,2051,1174,1551
651,3350,2049,1174,1551
650,3349,2050,1173,1551
650,3350,2052,1174,1550
650,3348,2050,1173,1553
650,3351,2051,1173,1552
16,324,886,1403,1321
18,323,887,1403,1319
14,324,887,1405,1321
15,324,888,1403,1320
16,324,887,1404,1320
16,324,886,1404,1321
15,322,886,1404,1320
13,324,886,1404,1322
17,324,887,1404,1320
17,323,887,1404,1320
17,323,886,1403,1322
15,323,886,1403,1322
18,324,889,1404,1319
17,324,886,1404,1319
17,323,888,1403,1321
17,323,887,1403,1321
19,322,887,1403,1321
19,323,886,1404,1321
16,324,887,1404,1320
16,324,887,1404,1319
17,322,885,1402,1321
17,325,887,1404,1321
16,323,887,1403,1323
19,323,887,1403,1322
16,325,887,1404,1320
18,324,886,1404,1320
16,323,887,1404,1319
18,324,886,1404,1321
16,323,886,1403,1321
17,325,888,1404,1320
16,326,885,1403,1320
18,323,885,1403,1321
1351,2557,1234,2071,2171
1350,2556,1234,2070,2170
1348,2557,1235,2069,2172
1351,2556,1234,2071,2172
1351,2557,1234,2069,2170
1352,2557,1233,2069,2171
1352,2556,1234,2071,2172
1350,2556,1234,2071,2171
1347,2556,1234,2070,2172
1350,2557,1233,2069,2171
768,2665,3181,2169,2552
768,2663,3183,2169,2553
767,2664,3181,2169,2553
769,2666,3183,2170,2552
769,2662,3183,2170,2555
768,2664,3183,2170,2553
768,2662,3184,2171,2554
768,2664,3184,2170,2554
767,2664,3182,2169,2553
768,2662,3182,2169,2553
768,2664,3181,2169,2554
769,2662,3183,2170,2552
769,2665,3183,2169,2553
768,2663,3184,2169,2554
769,2663,3182,2170,2553
769,2663,3182,2170,2553
769,2664,3183,2170,2553
770,2664,3184,2169,2554
768,2662,3183,2169,2553
769,2663,3184,2169,2554
768,2666,3183,2169,2554
769,2666,3181,2170,2553
768,2663,3183,2170,2553
769,2664,3184,2169,2556
769,2663,3183,2169,2553
769,2663,3183,2168,2552
768,2664,3182,2169,2555
767,2663,3182,2169,2554
769,2664,3182,2170,2552
769,2663,3182,2170,2553
768,2666,3183,2169,2555
769,2663,3181,2169,2553
769,2662,3183,2169,2556
769,2663,3183,2170,2553
769,2665,3181,2170,2552
768,2666,3184,2171,2551
769,2665,3183,2170,2554
768,2665,3181,2170,2554
2107,761,91,22,1030
2108,762,92,21,1032
2106,761,91,22,1030
2108,762,92,22,1033
2108,762,91,21,1031
2106,763,92,22,1032
2108,762,91,23,1034
2108,761,93,21,1030
2107,760,91,21,1031
2108,762,92,22,1031
2109,761,91,22,1031
2107,762,92,21,1030
2108,762,92,22,1034
2108,761,92,22,1031
2108,760,92,22,1030
2108,762,92,21,1029
2106,761,92,22,1032
2109,761,92,22,1034
2407,2296,1440,365,487
2404,2296,1439,364,489
2409,2296,1438,363,489
2406,2297,1437,364,489
2408,2296,1438,364,488
2406,2296,1436,363,487
2407,2296,1436,363,488
2406,2296,1438,363,487
2407,2297,1437,363,489
2406,2296,1436,363,489
2404,2296,1437,364,489
2407,2296,1433,363,490
2406,2297,1437,364,489
2407,2297,1438,364,488
2406,2296,1435,363,488
2406,2296,1437,364,489
2406,2298,1438,364,489
2406,2298,1432,363,488
2407,2295,1436,363,489
2406,2296,1436,364,489
2406,2296,1441,364,488
2407,2297,1437,363,490
2408,2297,1436,363,489
2404,2297,1434,363,488
2405,2296,1434,364,489
2406,2296,1436,364,487
2405,2296,1435,363,489
1379,2826,2814,1053,3049
1380,2826,2817,1056,3049
1381,2828,2813,1052,3050
1379,2829,2815,1054,3049
1381,2829,2815,1051,3050
1381,2828,2816,1055,3050
1380,2829,2816,1055,3050
1382,2831,2813,1053,3050
1381,2827,2813,1054,3049
1383,2827,2815,1055,3050
1381,2828,2816,1055,3050
1381,2830,2814,1054,3049
1383,2828,2815,1056,3050
1381,2828,2815,1054,3049
1380,2830,2814,1054,3050
1381,2825,2816,1054,3048
1380,2825,2813,1055,3050
1765,3396,2043,2401,2824
1765,3395,2043,2401,2824
1763,3394,2042,2402,2824
1764,3396,2045,2400,2824
1765,3395,2045,2399,2824
1766,3396,2045,2403,2825
1766,3395,2043,2400,2827
1765,3396,2044,2402,2824
1766,3396,2044,2401,2823
1764,3395,2043,2399,2824
1766,3396,2044,2401,2826
1764,3395,2043,2402,2824
1766,3397,2043,2400,2826
1764,3396,2045,2399,2825
1765,3396,2045,2399,2825
1764,3397,2042,2402,2828
1762,3395,2044,2402,2823
2874,236,1151,1000,2755
2875,236,1152,999,2753
