1,2
2,1
1,4
4,1
1,5
5,1
1,6
6,1
1,7
7,1
1,8
8,1
1,9
9,1
1,10
10,1
1,11
11,1
1,12
12,1
1,13
13,1
1,15
15,1
1,16
16,1
1,18
18,1
1,25
25,1
1,26
26,1
1,28
28,1
1,29
29,1
1,31
31,1
1,34
34,1
1,41
41,1
1,45
45,1
1,51
51,1
1,56
56,1
1,59
59,1
1,61
61,1
1,66
66,1
1,70
70,1
1,71
71,1
1,84
84,1
1,101
101,1
1,108
108,1
1,114
114,1
1,119
119,1
1,121
121,1
1,122
122,1
1,124
124,1
1,129
129,1
1,132
132,1
1,154
154,1
1,157
157,1
1,159
159,1
1,164
164,1
1,167
167,1
1,173
173,1
1,181
181,1
1,185
185,1
1,204
204,1
1,212
212,1
1,214
214,1
1,216
216,1
1,220
220,1
1,230
230,1
1,241
241,1
1,257
257,1
1,267
267,1
1,273
273,1
1,285
285,1
1,293
293,1
1,294
294,1
1,298
298,1
1,300
300,1
1,311
311,1
1,313
313,1
1,315
315,1
1,316
316,1
1,317
317,1
1,322
322,1
1,332
332,1
1,333
333,1
1,336
336,1
1,339
339,1
1,347
347,1
1,348
348,1
1,359
359,1
1,374
374,1
1,399
399,1
1,403
403,1
1,407
407,1
1,410
410,1
1,420
420,1
1,424
424,1
1,427
427,1
1,435
435,1
1,439
439,1
1,440
440,1
1,453
453,1
1,454
454,1
1,455
455,1
1,469
469,1
1,478
478,1
1,480
480,1
1,485
485,1
1,486
486,1
1,488
488,1
1,492
492,1
1,494
494,1
1,497
497,1
1,498
498,1
1,501
501,1
1,502
502,1
1,503
503,1
1,508
508,1
1,512
512,1
1,526
526,1
1,530
530,1
1,543
543,1
1,553
553,1
1,557
557,1
1,566
566,1
1,569
569,1
1,572
572,1
1,574
574,1
1,580
580,1
1,582
582,1
1,595
595,1
1,608
608,1
1,611
611,1
1,622
622,1
1,627
627,1
1,628
628,1
1,633
633,1
1,635
635,1
1,636
636,1
1,637
637,1
1,638
638,1
1,639
639,1
1,644
644,1
1,662
662,1
1,664
664,1
1,667
667,1
1,668
668,1
1,675
675,1
1,686
686,1
1,687
687,1
1,699
699,1
1,702
702,1
1,704
704,1
1,708
708,1
1,717
717,1
1,723
723,1
1,726
726,1
1,733
733,1
1,739
739,1
1,740
740,1
1,741
741,1
1,751
751,1
1,764
764,1
1,777
777,1
1,779
779,1
1,781
781,1
1,784
784,1
1,787
787,1
1,788
788,1
1,789
789,1
1,795
795,1
1,805
805,1
1,813
813,1
1,816
816,1
1,818
818,1
1,838
838,1
1,841
841,1
1,842
842,1
1,847
847,1
1,854
854,1
1,856
856,1
1,867
867,1
1,868
868,1
1,870
870,1
1,875
875,1
1,876
876,1
1,890
890,1
1,893
893,1
1,897
897,1
1,904
904,1
1,907
907,1
1,915
915,1
1,918
918,1
1,923
923,1
1,924
924,1
1,927
927,1
1,928
928,1
1,932
932,1
1,935
935,1
1,938
938,1
1,945
945,1
1,947
947,1
1,948
948,1
1,950
950,1
1,952
952,1
1,953
953,1
1,955
955,1
1,966
966,1
1,968
968,1
1,983
983,1
1,986
986,1
1,988
988,1
1,990
990,1
1,991
991,1
1,998
998,1
1,999
999,1
1,1003
1003,1
1,1009
1009,1
1,1011
1011,1
1,1012
1012,1
1,1018
1018,1
1,1022
1022,1
1,1023
1023,1
1,1026
1026,1
1,1029
1029,1
1,1031
1031,1
1,1039
1039,1
1,1042
1042,1
1,1043
1043,1
1,1045
1045,1
1,1048
1048,1
1,1054
1054,1
1,1056
1056,1
1,1063
1063,1
1,1067
1067,1
1,1071
1071,1
1,1075
1075,1
1,1078
1078,1
1,1082
1082,1
1,1084
1084,1
1,1091
1091,1
1,1111
1111,1
1,1112
1112,1
1,1120
1120,1
1,1132
1132,1
1,1133
1133,1
1,1141
1141,1
1,1150
1150,1
1,1155
1155,1
1,1156
1156,1
1,1164
1164,1
1,1168
1168,1
1,1171
1171,1
1,1184
1184,1
1,1190
1190,1
1,1196
1196,1
1,1197
1197,1
1,1198
1198,1
1,1203
1203,1
1,1207
1207,1
1,1208
1208,1
1,1210
1210,1
1,1215
1215,1
1,1227
1227,1
1,1229
1229,1
1,1230
1230,1
1,1233
1233,1
1,1234
1234,1
1,1236
1236,1
1,1243
1243,1
1,1246
1246,1
1,1250
1250,1
1,1252
1252,1
1,1254
1254,1
1,1259
1259,1
1,1261
1261,1
1,1263
1263,1
1,1264
1264,1
1,1279
1279,1
1,1287
1287,1
1,1302
1302,1
1,1309
1309,1
1,1311
1311,1
1,1320
1320,1
1,1321
1321,1
1,1322
1322,1
1,1327
1327,1
1,1331
1331,1
1,1334
1334,1
1,1336
1336,1
1,1338
1338,1
1,1341
1341,1
1,1344
1344,1
1,1362
1362,1
1,1373
1373,1
1,1374
1374,1
1,1381
1381,1
1,1386
1386,1
1,1392
1392,1
1,1394
1394,1
1,1401
1401,1
1,1404
1404,1
1,1407
1407,1
1,1417
1417,1
1,1420
1420,1
1,1422
1422,1
1,1425
1425,1
1,1426
1426,1
1,1434
1434,1
1,1437
1437,1
1,1440
1440,1
1,1443
1443,1
1,1455
1455,1
1,1456
1456,1
1,1459
1459,1
1,1463
1463,1
1,1469
1469,1
1,1473
1473,1
1,1477
1477,1
1,1480
1480,1
1,1483
1483,1
1,1487
1487,1
1,1490
1490,1
1,1491
1491,1
1,1497
1497,1
1,1501
1501,1
1,1511
1511,1
1,1513
1513,1
1,1516
1516,1
1,1518
1518,1
1,1522
1522,1
1,1530
1530,1
1,1532
1532,1
1,1534
1534,1
1,1548
1548,1
1,1550
1550,1
1,1553
1553,1
1,1555
1555,1
1,1577
1577,1
1,1578
1578,1
1,1585
1585,1
1,1589
1589,1
1,1594
1594,1
1,1600
1600,1
1,1604
1604,1
1,1608
1608,1
1,1609
1609,1
1,1622
1622,1
1,1626
1626,1
1,1630
1630,1
1,1633
1633,1
1,1635
1635,1
1,1638
1638,1
1,1640
1640,1
1,1643
1643,1
1,1644
1644,1
1,1645
1645,1
1,1646
1646,1
1,1657
1657,1
1,1665
1665,1
1,1693
1693,1
1,1701
1701,1
1,1705
1705,1
1,1708
1708,1
1,1710
1710,1
1,1717
1717,1
1,1723
1723,1
1,1735
1735,1
1,1736
1736,1
1,1738
1738,1
1,1742
1742,1
1,1748
1748,1
1,1759
1759,1
1,1761
1761,1
1,1763
1763,1
1,1765
1765,1
1,1767
1767,1
1,1777
1777,1
1,1782
1782,1
1,1784
1784,1
1,1786
1786,1
1,1789
1789,1
1,1790
1790,1
1,1793
1793,1
1,1798
1798,1
1,1810
1810,1
1,1814
1814,1
1,1816
1816,1
1,1817
1817,1
1,1820
1820,1
1,1823
1823,1
1,1834
1834,1
1,1835
1835,1
1,1847
1847,1
1,1849
1849,1
1,1860
1860,1
1,1864
1864,1
1,1866
1866,1
1,1868
1868,1
1,1876
1876,1
1,1880
1880,1
1,1885
1885,1
1,1889
1889,1
1,1890
1890,1
1,1896
1896,1
1,1897
1897,1
1,1905
1905,1
1,1907
1907,1
1,1912
1912,1
1,1920
1920,1
1,1930
1930,1
1,1945
1945,1
1,1949
1949,1
1,1952
1952,1
1,1953
1953,1
1,1957
1957,1
1,1958
1958,1
1,1963
1963,1
1,1979
1979,1
1,1982
1982,1
1,1983
1983,1
1,1990
1990,1
1,1991
1991,1
1,1992
1992,1
1,1994
1994,1
1,2003
2003,1
1,2016
2016,1
1,2022
2022,1
1,2023
2023,1
1,2030
2030,1
1,2031
2031,1
1,2032
2032,1
1,2034
2034,1
1,2036
2036,1
1,2040
2040,1
1,2043
2043,1
1,2046
2046,1
1,2060
2060,1
1,2068
2068,1
1,2070
2070,1
1,2071
2071,1
1,2073
2073,1
1,2074
2074,1
1,2082
2082,1
1,2083
2083,1
1,2090
2090,1
1,2093
2093,1
1,2098
2098,1
1,2101
2101,1
1,2107
2107,1
1,2111
2111,1
1,2114
2114,1
1,2121
2121,1
1,2133
2133,1
1,2137
2137,1
1,2139
2139,1
1,2141
2141,1
1,2144
2144,1
1,2147
2147,1
1,2153
2153,1
1,2163
2163,1
1,2167
2167,1
1,2170
2170,1
1,2172
2172,1
1,2175
2175,1
1,2178
2178,1
1,2185
2185,1
1,2188
2188,1
1,2196
2196,1
1,2202
2202,1
1,2206
2206,1
1,2210
2210,1
1,2214
2214,1
1,2218
2218,1
1,2238
2238,1
1,2242
2242,1
1,2247
2247,1
1,2248
2248,1
1,2252
2252,1
1,2253
2253,1
1,2256
2256,1
1,2257
2257,1
1,2259
2259,1
1,2268
2268,1
1,2272
2272,1
1,2273
2273,1
1,2288
2288,1
1,2290
2290,1
1,2301
2301,1
1,2302
2302,1
1,2303
2303,1
1,2310
2310,1
1,2329
2329,1
1,2337
2337,1
1,2349
2349,1
1,2350
2350,1
1,2352
