1,2
2,1
1,3
3,1
1,5
5,1
1,6
6,1
1,7
7,1
1,8
8,1
1,9
9,1
1,10
10,1
1,11
11,1
1,16
16,1
1,22
22,1
1,31
31,1
1,39
39,1
1,40
40,1
1,52
52,1
1,55
55,1
1,58
58,1
1,64
64,1
1,68
68,1
1,72
72,1
1,87
87,1
1,89
89,1
1,96
96,1
1,97
97,1
1,99
99,1
1,100
100,1
1,114
114,1
1,116
116,1
1,117
117,1
1,127
127,1
1,130
130,1
1,133
133,1
1,137
137,1
1,143
143,1
1,163
163,1
1,165
165,1
1,166
166,1
1,173
173,1
1,176
176,1
1,188
188,1
1,202
202,1
1,212
212,1
1,218
218,1
1,220
220,1
1,222
222,1
1,226
226,1
1,229
229,1
1,236
236,1
1,240
240,1
1,248
248,1
1,249
249,1
1,253
253,1
1,254
254,1
1,258
258,1
1,263
263,1
1,265
265,1
1,273
273,1
1,286
286,1
1,290
290,1
1,298
298,1
1,299
299,1
1,309
309,1
1,311
311,1
1,312
312,1
1,333
333,1
1,336
336,1
1,339
339,1
1,341
341,1
1,344
344,1
1,353
353,1
1,355
355,1
1,368
368,1
1,371
371,1
1,374
374,1
1,376
376,1
1,379
379,1
1,389
389,1
1,404
404,1
1,407
407,1
1,408
408,1
1,410
410,1
1,411
411,1
1,412
412,1
1,414
414,1
1,421
421,1
1,426
426,1
1,428
428,1
1,432
432,1
1,433
433,1
1,434
434,1
1,436
436,1
1,442
442,1
1,446
446,1
1,448
448,1
1,454
454,1
1,456
456,1
1,464
464,1
1,478
478,1
1,485
485,1
1,498
498,1
1,499
499,1
1,503
503,1
1,506
506,1
1,512
512,1
1,515
515,1
1,540
540,1
1,554
554,1
1,557
557,1
1,564
564,1
1,567
567,1
1,577
577,1
1,585
585,1
1,592
592,1
1,595
595,1
1,600
600,1
1,610
610,1
1,613
613,1
1,618
618,1
1,625
625,1
1,632
632,1
1,643
643,1
1,645
645,1
1,661
661,1
1,667
667,1
1,670
670,1
1,684
684,1
1,696
696,1
1,697
697,1
1,699
699,1
1,706
706,1
1,707
707,1
1,712
712,1
1,719
719,1
1,720
720,1
1,723
723,1
1,728
728,1
1,736
736,1
1,740
740,1
1,760
760,1
1,766
766,1
1,777
777,1
1,780
780,1
1,782
782,1
1,785
785,1
1,786
786,1
1,788
788,1
1,794
794,1
1,796
796,1
1,804
804,1
1,807
807,1
1,808
808,1
1,811
811,1
1,812
812,1
1,821
821,1
1,822
822,1
1,825
825,1
1,827
827,1
1,838
838,1
1,848
848,1
1,849
849,1
1,852
852,1
1,855
855,1
1,869
869,1
1,872
872,1
1,876
876,1
1,882
882,1
1,888
888,1
1,891
891,1
1,895
895,1
1,898
898,1
1,908
908,1
1,909
909,1
1,911
911,1
1,917
917,1
1,922
922,1
1,924
924,1
1,933
933,1
1,938
938,1
1,944
944,1
1,947
947,1
1,952
952,1
1,968
968,1
1,984
984,1
1,988
988,1
1,989
989,1
1,1003
1003,1
1,1004
1004,1
1,1005
1005,1
1,1007
1007,1
1,1010
1010,1
1,1017
1017,1
1,1018
1018,1
1,1021
1021,1
1,1026
1026,1
1,1028
1028,1
1,1040
1040,1
1,1042
1042,1
1,1043
1043,1
1,1051
1051,1
1,1054
1054,1
1,1061
1061,1
1,1079
1079,1
1,1086
1086,1
1,1089
1089,1
1,1096
1096,1
1,1099
1099,1
1,1102
1102,1
1,1107
1107,1
1,1111
1111,1
1,1112
1112,1
1,1114
1114,1
1,1124
1124,1
1,1132
1132,1
1,1135
1135,1
1,1142
1142,1
1,1143
1143,1
1,1144
1144,1
1,1148
1148,1
1,1154
1154,1
1,1155
1155,1
1,1161
1161,1
1,1163
1163,1
1,1165
1165,1
1,1168
1168,1
1,1171
1171,1
1,1172
1172,1
1,1196
1196,1
1,1205
1205,1
1,1206
1206,1
1,1209
1209,1
1,1210
1210,1
1,1213
1213,1
1,1217
1217,1
1,1221
1221,1
1,1231
1231,1
1,1234
1234,1
1,1237
1237,1
1,1239
1239,1
1,1251
1251,1
1,1255
1255,1
1,1258
1258,1
1,1261
1261,1
1,1262
1262,1
1,1263
1263,1
1,1274
1274,1
1,1278
1278,1
1,1282
1282,1
1,1283
1283,1
1,1291
1291,1
1,1295
1295,1
1,1296
1296,1
1,1300
1300,1
1,1304
1304,1
1,1305
1305,1
1,1306
1306,1
1,1308
1308,1
1,1311
1311,1
1,1329
1329,1
1,1330
1330,1
1,1340
1340,1
1,1341
1341,1
1,1346
1346,1
1,1347
1347,1
1,1351
1351,1
1,1359
1359,1
1,1363
1363,1
1,1374
1374,1
1,1375
1375,1
1,1383
1383,1
1,1384
1384,1
1,1390
1390,1
1,1394
1394,1
1,1400
1400,1
1,1404
1404,1
1,1405
1405,1
1,1408
1408,1
1,1412
1412,1
1,1417
1417,1
1,1419
1419,1
1,1420
1420,1
1,1436
1436,1
1,1440
1440,1
1,1457
1457,1
1,1458
1458,1
1,1459
1459,1
1,1461
1461,1
1,1465
1465,1
1,1473
1473,1
1,1474
1474,1
1,1476
1476,1
1,1478
1478,1
1,1479
1479,1
1,1485
1485,1
1,1486
1486,1
1,1493
1493,1
1,1499
1499,1
1,1506
1506,1
1,1510
1510,1
1,1513
1513,1
1,1515
1515,1
1,1517
1517,1
1,1529
1529,1
1,1538
1538,1
1,1555
1555,1
1,1557
1557,1
1,1558
1558,1
1,1567
1567,1
1,1569
1569,1
1,1572
1572,1
1,1578
1578,1
1,1582
1582,1
1,1583
1583,1
1,1587
1587,1
1,1589
1589,1
1,1607
1607,1
1,1609
1609,1
1,1611
1611,1
1,1614
1614,1
1,1615
1615,1
1,1621
1621,1
1,1624
1624,1
1,1627
1627,1
1,1630
1630,1
1,1633
1633,1
1,1637
1637,1
1,1649
1649,1
1,1652
1652,1
1,1658
1658,1
1,1660
1660,1
1,1670
1670,1
1,1677
1677,1
1,1679
1679,1
1,1681
1681,1
1,1686
1686,1
1,1691
1691,1
1,1697
1697,1
1,1700
1700,1
1,1701
1701,1
1,1704
1704,1
1,1705
1705,1
1,1708
1708,1
1,1714
1714,1
1,1715
1715,1
1,1717
1717,1
1,1724
1724,1
1,1732
1732,1
1,1737
1737,1
1,1738
1738,1
1,1745
1745,1
1,1747
1747,1
1,1758
1758,1
1,1763
1763,1
1,1766
1766,1
1,1768
1768,1
1,1776
1776,1
1,1781
1781,1
1,1784
1784,1
1,1790
1790,1
1,1801
1801,1
1,1802
1802,1
1,1803
1803,1
1,1805
1805,1
1,1811
1811,1
1,1815
1815,1
1,1816
1816,1
1,1820
1820,1
1,1826
1826,1
1,1849
1849,1
1,1850
1850,1
1,1853
1853,1
1,1865
1865,1
1,1868
1868,1
1,1876
1876,1
1,1878
1878,1
1,1883
1883,1
1,1885
1885,1
1,1894
1894,1
1,1895
1895,1
1,1899
1899,1
1,1910
1910,1
1,1912
1912,1
1,1913
1913,1
1,1918
1918,1
1,1924
1924,1
1,1934
1934,1
1,1937
1937,1
1,1943
1943,1
1,1945
1945,1
1,1946
1946,1
1,1948
1948,1
1,1951
1951,1
1,1961
1961,1
1,1963
1963,1
1,1964
1964,1
1,1971
1971,1
1,1972
1972,1
1,1987
1987,1
1,1991
1991,1
1,1992
1992,1
1,1999
1999,1
1,2001
2001,1
1,2011
2011,1
1,2019
2019,1
1,2024
2024,1
1,2026
2026,1
1,2037
2037,1
1,2044
2044,1
1,2047
2047,1
1,2049
2049,1
1,2050
2050,1
1,2065
2065,1
1,2066
2066,1
1,2067
2067,1
1,2070
2070,1
1,2072
2072,1
1,2076
2076,1
1,2080
2080,1
1,2082
2082,1
1,2096
2096,1
1,2105
2105,1
1,2107
2107,1
1,2109
2109,1
1,2122
2122,1
1,2124
2124,1
1,2130
2130,1
1,2143
2143,1
1,2149
2149,1
1,2163
2163,1
1,2174
2174,1
1,2187
2187,1
1,2191
2191,1
1,2194
2194,1
1,2195
2195,1
1,2198
2198,1
1,2199
2199,1
1,2211
2211,1
1,2215
2215,1
1,2216
2216,1
1,2219
2219,1
1,2220
2220,1
1,2245
2245,1
1,2253
2253,1
1,2259
2259,1
1,2260
2260,1
1,2261
2261,1
1,2264
2264,1
1,2268
2268,1
1,2271
2271,1
1,2278
2278,1
1,2280
2280,1
1,2281
2281,1
1,2286
2286,1
1,2289
2289,1
1,2293
2293,1
1,2294
2294,1
1,2299
2299,1
1,2303
2303,1
1,2304
2304,1
1,2316
2316,1
1,2322
2322,1
1,2323
2323,1
1,2326
2326,1
1,2332
2332,1
1,2336
2336,1
1,2338
2338,1
1,2339
2339,1
1,2340
2340,1
1,2343
2343,1
1,2349
2349,1
1,2350
2350,1
1,2352
2352,1
1,2359
2359,1
1,2362
2362,1
1,2370
2370,1
1,2372
2372,1
1,2382
2382,1
1,2384
2384,1
1,2385
2385,1
1,2387
