1  3  3  2  7  
2  5  4  5  4  
3  2  4  10  9  
4  4  2  6  6  
5  8  2  10  8  
6  9  8  10  5  
7  10  6  8  2  
8  7  4  1  9  
9  5  5  4  7  
10  2  10  9  4  
11  7  10  1  9  
12  1  9  8  8  
13  7  4  1  9  
14  4  8  10  3  
15  10  10  9  4  
16  8  1  6  9  
17  5  1  5  5  
18  7  3  7  3  
19  5  5  2  7  
20  3  7  1  10  
21  8  7  10  1  
22  7  7  10  7  
23  3  7  1  10  
24  6  10  10  8  
25  1  2  6  7  
26  4  9  3  10  
27  6  10  8  8  
28  7  7  2  7  
29  5  2  8  8  
30  10  6  5  2  
31  9  8  8  5  
32  8  7  6  5  
33  6  10  8  8  
34  5  5  4  7  
35  3  8  8  3  
36  7  4  5  9  
37  7  5  8  3  
38  4  9  2  10  
39  7  10  10  8  
40  1  2  6  1  
41  5  4  5  9  
42  6  10  7  9  
43  10  6  5  2  
44  5  5  4  7  
45  1  5  3  6  
46  8  2  8  1  
47  6  2  6  1  
48  4  2  6  6  
49  4  9  2  3  
50  8  2  10  5  
51  1  2  4  8  
52  10  6  5  2  
53  10  9  9  3  
54  1  5  3  5  
55  5  8  2  3  
56  2  9  1  2  
57  7  7  8  7  
58  7  4  1  9  
59  1  2  6  1  
60  2  6  1  2  
61  3  4  1  9  
62  7  7  2  3  
63  5  4  5  4  
64  9  3  2  7  
65  5  5  6  7  
66  3  8  10  3  
67  10  1  3  3  
68  1  5  3  5  
69  7  7  8  7  
70  9  8  8  5  
71  9  1  3  2  
72  4  1  6  8  
73  2  6  1  2  
74  5  4  5  5  
75  8  3  8  1  
76  4  2  6  6  
77  6  5  2  6  
78  7  7  7  3  
79  6  10  5  8  
80  9  6  1  7  
81  10  6  5  10  
82  3  8  10  3  
83  5  4  8  4  
84  7  9  3  10  
85  2  1  1  2  
86  1  2  6  1  
87  9  5  4  10  
88  2  10  9  3  
89  10  5  4  6  
90  1  4  5  4  
91  6  5  4  6  
92  3  8  10  8  
93  6  5  4  6  
94  5  1  3  2  
95  4  6  9  4  
96  9  8  10  3  
97  2  10  9  4  
98  3  8  10  3  
99  3  8  10  9  
100  6  10  10  10  
101  1  5  3  5  
102  3  8  10  9  
103  6  5  4  6  
104  8  1  6  9  
105  9  8  8  5  
106  7  7  2  7  
107  4  9  3  10  
108  4  9  2  10  
109  6  5  8  6  
110  10  8  8  4  
111  8  7  10  5  
112  6  1  2  2  
113  9  1  3  2  
114  6  5  4  6  
115  9  6  5  2  
116  7  3  7  3  
117  8  2  8  1  
118  9  1  3  2  
119  7  3  1  3  
120  2  6  2  2  
121  2  10  3  4  
122  5  2  8  8  
123  8  5  2  3  
124  10  8  9  3  
125  10  6  5  2  
126  1  2  8  8  
127  7  3  7  8  
128  9  2  8  1  
129  3  7  1  10  
130  4  9  2  10  
131  6  5  10  8  
132  8  1  6  3  
133  1  2  6  1  
134  6  5  9  6  
135  3  6  1  10  
136  3  9  10  3  
137  1  2  8  8  
138  10  2  1  7  
139  7  7  2  7  
140  6  5  4  1  
141  3  7  8  10  
142  5  8  10  8  
143  9  1  8  7  
144  6  5  4  6  
145  9  3  2  10  
146  9  2  2  7  
147  6  9  8  5  
148  7  4  1  9  
149  8  7  10  4  
150  8  2  7  3  
151  10  6  5  2  
152  6  10  10  8  
153  6  5  4  6  
154  5  5  4  6  
155  4  9  2  10  
156  9  8  8  5  
157  10  10  4  10  
158  8  2  8  8  
159  8  1  6  9  
160  2  6  1  7  
161  8  2  8  1  
162  8  1  6  9  
163  10  6  4  2  
164  8  7  10  5  
165  5  5  7  10  
166  8  1  3  9  
167  4  3  3  5  
168  7  3  7  3  
169  2  10  9  4  
170  9  3  3  7  
171  6  7  9  5  
172  1  10  5  4  
173  4  9  9  6  
174  3  5  4  7  
175  3  7  1  10  
176  5  4  5  4  
177  9  3  2  7  
178  4  9  3  10  
179  6  3  2  10  
180  9  8  8  5  
181  4  1  6  6  
182  1  2  8  7  
183  9  1  6  2  
184  9  8  8  1  
185  6  5  4  6  
186  5  3  4  7  
187  8  2  8  1  
188  7  3  7  5  
189  5  10  9  4  
190  7  1  6  9  
191  1  5  3  5  
192  6  5  4  6  
193  10  10  9  3  
194  2  6  1  2  
195  8  3  1  9  
196  5  4  5  4  
197  8  7  10  5  
198  3  8  10  3  
199  10  6  5  2  
200  9  1  2  7  
201  1  1  6  9  
202  7  1  2  7  
203  4  9  8  10  
204  7  3  7  3  
205  3  4  10  3  
206  5  9  2  10  
207  8  2  8  1  
208  1  2  8  8  
209  3  7  1  7  
210  9  3  4  7  
211  9  1  6  6  
212  7  7  2  7  
213  4  9  2  10  
214  7  7  3  10  
215  4  1  10  6  
216  6  5  4  6  
217  9  4  3  2  
218  8  8  9  1  
219  9  3  2  4  
220  3  2  6  1  
221  5  5  4  7  
222  9  1  3  2  
223  3  10  9  3  
224  4  1  2  10  
225  9  8  8  5  
226  4  1  10  6  
227  3  7  9  10  
228  7  7  2  7  
