1  2  2  9  5  
2  1  4  2  9  
3  2  10  9  5  
4  2  2  9  2  
5  8  7  5  1  
6  1  4  2  9  
7  8  4  2  4  
8  8  7  5  2  
9  1  4  1  9  
10  8  7  7  2  
11  2  2  9  5  
12  2  2  9  5  
13  2  5  3  6  
14  1  7  5  2  
15  1  4  2  9  
16  7  10  2  9  
17  8  7  5  6  
18  1  4  2  9  
19  1  2  1  5  
20  2  2  9  5  
21  1  7  2  9  
22  8  10  6  2  
23  8  7  5  2  
24  8  7  5  2  
25  3  2  9  5  
26  2  2  9  5  
27  1  4  2  1  
28  5  4  5  2  
29  1  4  6  9  
30  8  7  5  2  
