1	437
1	528
1	689
1	737
1	772
1	828
1	865
2	163
2	563
2	580
2	779
2	798
2	894
2	994
3	195
3	276
3	370
3	623
3	778
3	801
3	998
4	90
4	332
4	431
4	462
4	598
4	743
4	955
5	20
5	290
5	292
5	348
5	498
5	615
5	758
6	34
6	448
6	588
6	645
6	797
6	800
6	932
7	281
7	425
7	572
7	641
7	687
7	877
7	921
8	44
8	48
8	400
8	855
8	902
8	961
8	977
9	297
9	384
9	487
9	685
9	747
9	789
9	821
10	325
10	577
10	652
10	664
10	673
10	732
10	976
11	417
11	653
11	698
11	858
11	860
11	914
11	966
12	480
12	663
12	665
12	671
12	919
12	920
12	986
13	95
13	203
13	455
13	870
13	928
13	949
13	975
14	58
14	391
14	501
14	531
14	713
14	789
14	866
15	215
15	268
15	497
15	641
15	687
15	788
15	877
16	320
16	587
16	666
16	741
16	758
16	916
16	992
17	296
17	526
17	586
17	859
17	914
17	965
17	997
18	395
18	411
18	435
18	833
18	897
18	982
18	983
19	117
19	149
19	234
19	590
19	633
19	663
19	972
20	5
20	224
20	290
20	300
20	348
20	786
20	923
21	266
21	467
21	505
21	638
21	713
21	819
21	942
22	23
22	262
22	370
22	503
22	671
22	926
22	964
23	22
23	38
23	453
23	503
23	549
23	752
23	805
24	128
24	401
24	607
24	861
24	911
24	933
24	969
25	226
25	414
25	580
25	612
25	909
25	930
25	988
26	473
26	587
26	666
26	796
26	901
26	916
26	951
27	670
27	793
27	823
27	837
27	922
27	934
27	982
28	50
28	539
28	676
28	702
28	869
28	888
28	928
29	347
29	413
29	830
29	847
29	902
29	973
29	990
30	433
30	529
30	602
30	675
30	739
30	755
30	941
31	173
31	293
31	398
31	624
31	857
31	960
31	976
32	291
32	525
32	679
32	834
32	952
32	963
32	996
33	546
33	553
33	862
33	878
33	887
33	904
33	993
34	6
34	94
34	179
34	779
34	798
34	932
34	984
35	263
35	269
35	430
35	576
35	843
35	848
35	864
36	234
36	540
36	799
36	834
36	952
36	977
36	996
37	421
37	492
37	517
37	540
37	679
37	832
37	996
38	23
38	324
38	472
38	657
38	899
38	928
38	949
39	41
39	213
39	298
39	874
39	892
39	970
39	975
40	74
40	256
40	343
40	496
40	575
40	606
40	851
41	39
41	273
41	487
41	633
41	886
41	919
41	972
42	96
42	112
42	220
42	726
42	749
42	978
42	980
43	257
43	436
43	615
43	642
43	715
43	750
43	932
44	8
44	47
44	763
44	881
44	902
44	954
44	990
45	218
45	273
45	337
45	663
45	919
45	972
45	986
46	444
46	468
46	659
46	692
46	694
46	922
46	924
47	44
47	311
47	678
47	780
47	862
47	875
47	974
48	8
48	156
48	846
48	847
48	853
48	954
48	973
49	95
49	301
49	472
49	765
49	870
49	892
49	949
50	28
50	457
50	539
50	657
50	826
50	874
50	899
51	498
51	597
51	766
51	896
51	935
51	938
51	947
52	179
52	280
52	334
52	456
52	561
52	779
52	932
53	137
53	229
53	278
53	416
53	831
53	888
53	937
54	97
54	279
54	287
54	424
54	556
54	616
54	780
55	367
55	454
55	853
