1  2  1  1  2  
2  1  1  2  2  
3  1  1  2  1  
4  2  1  1  2  
5  1  1  1  2  
6  2  2  2  1  
7  1  2  1  1  
8  2  2  2  1  
9  2  1  2  2  
10  2  1  2  2  
11  1  1  2  2  
12  1  1  2  1  
13  1  1  1  1  
14  1  2  1  1  
15  2  2  2  1  
16  2  1  1  2  
17  2  2  1  2  
18  1  2  1  1  
19  1  2  2  2  
20  1  1  2  1  
21  2  2  2  2  
22  2  2  2  1  
23  1  1  1  1  
24  1  1  2  2  
25  1  2  2  2  
26  1  2  1  1  
27  2  2  2  1  
28  2  2  1  1  
29  2  2  1  1  
30  2  2  2  1  
31  2  2  1  1  
32  1  2  1  2  
