degree distribution (probability density function of the degree in logarithmic bins) 
5	0.237088
6	0.147238
7.4086	0.154404
9	0.0501771
10.4845	0.058361
12.4737	0.0389285
14.4328	0.0292167
17	0.0200472
19.8	0.00948165
23.0652	0.0123772
25	0.00343605

degree distribution (degree-occurrences) 
5	0.207
6	0.151
7	0.11
8	0.076
9	0.071
10	0.05
11	0.047
12	0.04
13	0.036
14	0.038
15	0.029
16	0.017
17	0.02
18	0.017
19	0.013
20	0.01
21	0.007
22	0.013
23	0.017
24	0.016
25	0.015


--------------------------------------
community distribution (size-occurrences)
21	0.0967742
22	0.0645161
24	0.0645161
25	0.0322581
26	0.0322581
27	0.0967742
28	0.0645161
29	0.0322581
30	0.0322581
31	0.0645161
32	0.0322581
33	0.0322581
35	0.0322581
38	0.0322581
39	0.0322581
41	0.0322581
42	0.0322581
43	0.0322581
44	0.0322581
45	0.0322581
47	0.0322581
48	0.0322581
49	0.0322581


--------------------------------------
mixing parameter
0	0.216
0.0565384	0.014
0.0721882	0.066
0.0873622	0.115
0.107159	0.159
0.126117	0.117
0.14355	0.111
0.166667	0.101
0.198909	0.1
0.4	0.001

--------------------------------------
