1	628
1	650
1	931
1	947
1	949
2	3
2	4
2	665
2	837
2	889
3	2
3	759
3	948
3	964
3	966
4	2
4	401
4	534
4	960
4	964
5	402
5	963
5	977
5	979
5	987
6	269
6	599
6	741
6	956
6	959
7	223
7	740
7	927
7	930
7	987
8	459
8	829
8	851
8	888
8	895
9	253
9	442
9	583
9	923
9	932
10	504
10	834
10	898
10	949
10	951
11	376
11	820
11	860
11	915
11	967
12	764
12	945
12	986
12	989
12	991
13	258
13	477
13	883
13	897
13	905
14	439
14	609
14	650
14	880
14	947
15	433
15	732
15	767
15	858
15	999
16	357
16	512
16	579
16	587
16	836
17	808
17	887
17	916
17	939
17	990
18	236
18	590
18	815
18	971
18	999
19	670
19	835
19	851
19	855
19	960
20	454
20	795
20	879
20	914
20	996
21	220
21	224
21	291
21	894
21	967
22	394
22	671
22	738
22	942
22	984
23	445
23	605
23	708
23	713
23	720
24	575
24	625
24	742
24	972
24	993
25	496
25	706
25	833
25	928
25	983
26	289
26	692
26	762
26	965
26	997
27	938
27	951
27	961
27	963
27	968
28	642
28	676
28	719
28	875
28	925
29	37
29	468
29	579
29	775
29	880
30	178
30	365
30	684
30	688
30	964
31	597
31	811
31	944
31	953
31	969
32	358
32	556
32	832
32	965
32	997
33	477
33	637
33	883
33	897
33	995
34	230
34	631
34	957
34	974
34	982
35	502
35	711
35	802
35	852
35	918
36	211
36	483
36	569
36	792
36	868
37	29
37	99
37	512
37	626
37	931
38	705
38	864
38	972
38	990
38	993
39	463
39	764
39	945
39	986
39	989
40	681
40	865
40	873
40	915
40	967
41	629
41	816
41	986
41	989
41	991
42	564
42	907
42	961
42	963
42	968
43	744
43	901
43	942
43	975
43	984
44	69
44	377
44	678
44	973
44	978
45	151
45	569
45	665
45	867
45	955
46	119
46	295
46	403
46	977
46	987
47	394
47	400
47	831
47	893
47	962
48	676
48	711
48	787
48	918
48	956
49	927
49	930
49	977
49	979
49	987
50	419
50	924
50	954
50	976
50	988
51	98
51	553
51	709
51	769
51	971
52	510
52	576
52	935
52	946
52	966
53	803
53	826
53	917
53	936
53	979
54	575
54	721
54	789
54	872
54	940
55	301
55	561
55	807
55	872
55	940
56	681
56	768
56	799
56	873
56	915
57	323
57	773
57	874
57	913
57	959
58	830
58	938
58	961
58	963
58	968
59	200
59	624
59	644
59	803
59	904
60	164
60	285
60	801
60	892
60	959
61	739
61	843
61	877
61	903
61	937
62	586
62	691
62	828
62	868
62	896
63	435
63	466
63	646
63	882
63	887
64	494
64	521
64	602
64	885
64	958
65	628
65	902
65	923
65	926
65	958
66	218
66	605
66	714
66	720
66	878
67	176
67	382
67	592
67	943
67	956
68	533
68	633
68	760
68	785
68	881
69	44
69	377
69	729
69	973
69	978
70	71
70	127
70	758
70	934
70	950
71	70
71	686
71	813
71	921
71	946
72	255
72	659
72	728
72	895
72	932
73	404
73	763
73	802
73	852
73	875
74	658
74	664
74	731
74	840
74	912
75	865
75	928
75	974
75	982
75	983
76	329
76	898
76	899
76	949
76	981
77	424
77	802
77	945
77	989
77	991
78	395
78	519
78	585
78	665
78	674
79	465
79	626
79	636
79	684
79	688
80	255
80	289
80	702
80	797
80	902
81	211
81	298
81	731
81	912
81	928
82	214
82	294
82	781
82	838
82	857
83	588
83	643
83	768
83	869
83	967
84	516
84	893
84	942
84	980
84	984
85	378
85	814
85	817
85	840
85	912
86	317
86	618
86	756
86	910
86	970
87	307
87	642
87	676
87	763
87	806
88	256
88	778
88	865
88	866
88	896
89	295
89	743
89	927
89	930
89	987
90	523
90	928
90	957
90	974
90	982
91	330
91	758
91	780
91	917
91	994
92	99
92	328
92	579
92	657
92	775
93	107
93	442
93	702
93	755
93	797
94	807
94	810
94	829
94	872
94	888
95	670
95	837
95	842
95	956
95	960
96	689
96	856
96	915
96	973
96	978
97	464
97	652
97	794
97	823
97	993
98	51
98	114
98	511
98	734
98	999
99	37
99	92
99	775
99	836
99	926
100	244
100	350
100	592
100	704
100	964
101	385
101	764
101	945
101	989
101	991
102	391
102	724
102	777
102	812
102	844
103	637
103	757
103	897
103	985
103	995
104	190
104	604
104	877
104	927
104	937
105	107
105	729
105	766
105	784
105	904
106	367
106	859
106	935
106	946
106	966
107	93
107	105
107	728
107	755
107	895
108	109
108	629
108	689
108	856
108	973
109	108
109	408
109	756
109	910
109	970
110	583
110	681
110	799
110	820
110	922
111	448
111	687
111	879
111	914
111	996
112	610
112	778
112	800
112	974
112	982
113	850
113	917
113	934
113	936
113	994
114	98
114	172
114	603
114	766
114	978
115	211
115	491
115	585
115	817
115	867
116	424
116	826
116	917
116	994
116	998
117	780
117	805
117	936
117	994
117	998
118	595
118	629
118	856
118	973
118	978
119	46
119	223
119	746
119	927
119	987
120	128
120	457
120	740
120	748
120	987
121	220
121	873
121	894
121	909
121	967
122	428
122	446
122	734
122	790
122	971
123	707
123	811
123	944
123	953
123	969
124	205
124	724
124	732
124	844
124	858
125	241
125	371
125	746
125	930
125	979
126	663
126	739
126	779
126	843
