1  1  1  1  2  
2  2  2  2  1  
3  2  2  1  2  
4  1  1  1  2  
5  2  1  2  2  
6  2  1  2  1  
7  1  1  2  2  
8  1  1  1  2  
9  2  2  2  1  
10  2  1  2  1  
11  1  1  1  1  
12  1  1  1  2  
13  1  1  1  2  
14  1  2  1  1  
15  1  1  1  2  
16  1  2  1  2  
17  1  2  2  1  
18  2  1  1  2  
19  2  2  1  2  
20  2  2  2  1  
21  1  2  1  1  
22  2  1  2  1  
23  1  2  1  2  
24  2  1  2  1  
25  2  2  2  1  
26  2  2  2  1  
27  2  2  2  1  
28  1  1  2  2  
29  1  2  1  2  
30  1  2  1  1  
31  1  2  2  2  
32  2  2  1  2  
