1	31 
2	2 
3	20 
4	26 
5	26 
6	8 
7	4 
8	6 
9	23 
10	12 
11	15 
12	26 
13	14 
14	27 
15	26 
16	21 
17	26 
18	5 
19	25 
20	3 
21	25 
22	13 
23	8 
24	3 
25	20 
26	22 
27	31 
28	31 
29	11 
30	15 
31	2 
32	22 
33	12 
34	1 
35	2 
36	29 
37	18 
38	9 
39	30 
40	31 
41	15 
42	28 
43	21 
44	31 
45	2 
46	28 
47	11 
48	8 
49	28 
50	22 
51	22 
52	3 
53	22 
54	16 
55	31 
56	25 
57	3 
58	10 
59	19 
60	29 
61	29 
62	24 
63	25 
64	28 
65	21 
66	3 
67	3 
68	23 
69	17 
70	16 
71	11 
72	4 
73	5 
74	10 
75	7 
76	26 
77	16 
78	19 
79	24 
80	19 
81	24 
82	26 
83	6 
84	5 
85	6 
86	29 
87	10 
88	25 
89	28 
90	9 
91	14 
92	5 
93	30 
94	24 
95	24 
96	28 
97	30 
98	8 
99	8 
100	26 
101	13 
102	1 
103	25 
104	8 
105	3 
106	15 
107	31 
108	29 
109	3 
110	28 
111	6 
112	29 
113	24 
114	11 
115	26 
116	14 
117	30 
118	23 
119	29 
120	19 
121	30 
122	26 
123	3 
124	2 
125	25 
126	27 
127	27 
128	21 
129	18 
130	5 
131	17 
132	30 
133	8 
134	24 
135	26 
136	20 
137	13 
138	12 
139	31 
140	26 
141	21 
142	16 
143	14 
144	1 
145	17 
146	29 
147	16 
148	30 
149	21 
150	28 
151	30 
152	2 
153	24 
154	12 
155	6 
156	4 
157	3 
158	18 
159	4 
160	2 
161	7 
162	17 
163	10 
164	24 
165	19 
166	1 
167	26 
168	20 
169	18 
170	27 
171	19 
172	23 
173	18 
174	27 
175	17 
176	17 
177	4 
178	6 
179	12 
180	2 
181	29 
182	27 
183	17 
184	12 
185	23 
186	15 
187	27 
188	26 
189	19 
190	18 
191	7 
192	23 
193	29 
194	11 
195	6 
196	28 
197	30 
198	10 
199	3 
200	20 
201	6 
202	27 
203	8 
204	16 
205	10 
206	21 
207	6 
208	2 
209	22 
210	11 
211	4 
212	10 
213	12 
214	6 
215	1 
216	18 
217	22 
218	21 
219	22 
220	25 
221	20 
222	14 
223	18 
224	20 
225	20 
